cleaned_text	lemm_text
раз нельзя включить твои контрмеры,	включить твой контрмера
придется вынудить бороться с вирусом САМО ЗДАНИЕ.	прийтись вынудить бороться вирус сам здание
Как?	как
Как? На этот вопрос ответишь ТЫ!	как на вопрос ответить ты
У здания должны быть собственные системы защиты.	у здание должный собственный система защита
Ну да. И я запрограммировал мой вирус так, чтобы он их обошёл.	ну да и запрограммировать вирус так обойти
Но...	но
возможно...	возможно
если перенаправить защитные энергетические разряды,	перенаправить защитный энергетический разряд
они смогут	смочь
уничтожить вирус.	уничтожить вирус
Прекрасно. За дело!	прекрасно за дело
И, как сказал политик, спокойствие, только спокойствие.	и сказать политик спокойствие спокойствие
Костер затушили 20 минут назад.	костёр затушить 20 минута назад
Она не могла далеко уйти.	она мочь далеко уйти
Хорошая новость: Маркетт жива,	хороший новость маркетта живой
она в 300 метрах к юго-западу.	300 метр югозапасть
Не опускать оружие!	не опускать оружие
Так... так... вот он!	так так он
- Бун! Ты в порядке?	буна ты порядок
Как продвигается работа?	как продвигаться работа
Дорс предложил новый подход.	дорс предложить новый подход
Думаю, должно получиться,	думать должный получиться
но всё равно тебе придётся добраться до центрального процессора.	весь равно ты прийтись добраться центральный процессор
Когда доберусь, сообщу.	когда добраться сообщить
Что происходит?	что происходить
Южный вход полностью блокирован.	южный вход полностью блокировать
Мы должны попасть к центральному процессору.	мы должный попасть центральный процессор
Зачем?	зачем
Добраться до управления системой -	добраться управление система
только оттуда можно атаковать вирус.	оттуда атаковать вирус
Бун, вы же не разбираетесь в этих системах!	буна разбираться этот система
Вы лучше меня знаете это здание.	вы знаете это здание
Как мне добраться до центрального процессора и при этом уцелеть?	как добраться центральный процессор уцелеть
Напрямую - через артериальный проток,	напрямую артериальный проток
но он не рассчитан на людей!	рассчитать человек
Как в него попасть?	как попасть
Ближайший вход - через покои Да'ана.	ближний вход покой даана
Вам знакомы эти люди?	вы знакомый человек
Они из Сопротивления.	они сопротивление
Вы должны уйти без меня, иначе вас схватят.	вы должный уйти я иначе схватить
Вас тоже.	вы тоже
Не будем стоять на месте.	не быть стоять место
По моему сигналу...	по мой сигнал
Пошли!	послать
Идите!	идти
Ну же...	ну же
Скорее!	скорее
Здесь.	здесь
Идём.	идти
Сюда.	сюда
Пустяки, не останавливайтесь.	пустяк останавливаться
Мы у центрального процессора.	мы центральный процессор
Идём дальше.	идти далёкий
Идем. Скорее!	идти скорее
Система пытается очиститься.	система пытаться очиститься
Выход к процессору на другой стороне развязки.	выход процессор сторона развязка
Скорее!	скорее
Здесь.	здесь
Посторонитесь!	посторониться
<i>Из-за крушения тейлонских систем в Азии</i>	iизз крушение тейлонской система азииi
<i>в Куала-Лампуре и на Тайванe миллионы людей остались без электричества.</i>	iв куалалампур тайванe миллион человек остаться электричестваi
<i>на биржах Нью-Йорка, Лондона и Токио на 48 часов прекращены торги.</i>	iна биржа ньюйорк лондон токио 48 часы прекратить торгиi
<i>в надежде снизить экономический ущерб, вызванный тейлонским кризисом.</i>	iв надежда снизить экономический ущерб вызвать тейлонской кризисомi
Сандовал!	сандовал
Придется попытаться...	прийтись попытаться
Вы можете встать?..	вы мочь встать
Теперь это неважно.	теперь это неважно
Ты добрался до центрального процессора?	ты добраться центральный процессор
Да. Что у тебя?	да что ты
Как и у всех живых организмов, у здания есть функция очистки.	как живой организм здание функция очистка
Онo посылает мощные заряды энергии через протоки.	онo посылать мощный заряд энергия проток
Моя программа замаскировала вирус	мой программа замаскировать вирус
и процессор не видит, где он скрывается.	процессор видеть скрываться
Но если вирус обстрелять энергетическими зарядами, то он потеряет силу.	но вирус обстрелять энергетический заряд потерять сила
Прекрасно. Что предпримем?	прекрасно что предпринять
Тебе придется всё делать вручную.	ты прийтись весь делать вручную
Заряды приходят из системы охраны,	заряд приходить система охрана
а вирус находится в системе связи.	вирус находиться система связь
Значит, если я соединю эти две системы,	значит соединить два система
процессор распознает вирус и уничтожит его?	процессор распознать вирус уничтожить он
Отвечай, времени нет!	отвечать время нет
В случае опасности мой вирус перемещается в другие системы.	в случай опасность вирус перемещаться другой система
Значит, необходимо обстрелять их все.	значит необходимый обстрелять весь
Нет!	нет
Если ты пошлешь энергетический импульс в систему, где вируса нет,	если послать энергетический импульс система вирус нет
включится аварийный механизм.	включиться аварийный механизм
И что произойдет?	и произойти
Скажем, так: тебе больше не придется спрашивать у меня совета относительно гардероба...	скажем так ты прийтись спрашивать совет относительно гардероб
Большое спасибо. За неоценимую помощь!	большой спасибо за неоценимый помощь
С кем вы говорили?	с кто говорить
С Ласситером.	с ласситер
По-прежнему нет вестей о Да'ане.	попрежний весть даана
Посмотри, что с ней.	посмотреть она
Капитану Маркетт необходима срочная медицинская помощь.	капитан маркетта необходимый срочный медицинский помощь
Это сейчас важнее моей безопасности.	это важный мой безопасность
Прошу вас немедленно забрать её отсюда.	просить немедленно забрать её отсюда
Мы медики, и окажем ей необходимую помощь.	мы медик оказать необходимый помощь
А ваши планы относительно меня?	а ваш план относительно я
Мы не собираемся делать из вас мученика.	мы собираться делать мученик
- Тогда - почему вы здесь? - Вопросы задаю Я!	тогда почему здесь вопрос задавать я
<i>Почему ВЫ здесь?</i>	iпочему вы здесьi
МЫ многократно разъясняли цели нашего прибытия на Землю.	мы многократно разъяснять цель наш прибытие земля
Нет! ВЫ лгали с первого дня своего пребывания на Земле!	нет вы лгать первое день свой пребывание земля
<i>Я не лгал.</i>	iя лгалi
Вы отрицаете, что имплантируете землянам кибервирусы?	вы отрицать имплантировать землянин кибервирус
Нет. Не отрицаю.	нет не отрицать
Однако,	однако
я признаю, что мы производили медицинские процедуры,	признавать производить медицинский процедура
которые некоторые люди могут счесть неприемлемыми.	который некоторый человек мочь счесть неприемлемый
Тогда я повторяю вопрос: ПОЧЕМУ?	тогда повторять вопрос почему
Если мы откроем то, чего вы постичь не в состоянии,	если открыть то постичь состояние
вряд ли это принесет благо человечеству или тейлонам.	вряд это принести благо человечество тейлоно
Вы отдаете себе отчет, что ТАКОЙ ответ неприемлем для нас	вы отдавать отчёт такой ответ неприемлемый
и для остальных землян?!	остальной землянин
<i>ОСТАЛЬНЫЕ ЗЕМЛЯНЕ не задают вопросов.</i>	iостальной землянин задавать вопросовi
Что вы собираетесь делать?	что собираться делать
Энергетические разряды, которые чуть нас не сожгли, -	энергетический разряд который сжечь
это функция очищения процессора.	это функция очищение процессор
Почему же она не уничтожила вирус?	почему уничтожить вирус
- Не может его обнаружить. - А вы - можете?	не обнаружить а мочь
Могу попытаться...	мочь попытаться
Диагностика показала нарушения в работе системы связи шаттла;	диагностика показать нарушение работа система связь шаттл
Вот этой системой и займемся.	вот система заняться
Выбросы энергии происходят с регулярным интервалом.	выброс энергия происходить регулярный интервал
Мы должны их перенаправить	мы должный перенаправить
в этот порт.	порт
Но времени мало: в промежуток между двумя импульсами	но время мало промежуток два импульс
