cleaned_text	lemm_text
- Шестой столик. - Шестой столик.	шесть столик шесть столик
- Добрый вечер. Двое. - Столик?	добрый вечер двое столик
Да, за здоровье. А что будем кушать?	да здоровье а быть кушать
Идите сюда, мне нужна помощь.	идти сюда нужный помощь
Вы куда?	вы куда
- Черт. Гаркон! - Вы по-американски говорите?	черта гаркон вы поамерикански говорить
- Да. - В меню все по-французски...	да в меню пофранцузски
...и мы ни слова не понимаем. - Да, нам нужна...	и слово понимать да мы нужный
Сейчас я скажу, что я хочу.	сейчас сказать хотеть
- Давайте. - Я хочу салат Нисуазэй...	давать я хотеть салат нисуазэй
"...но только с соусом ""ранчо""."	но соус ранчо
"Милая, с низкокалорийным соусом ""ранчо""."	милый низкокалорийный соус ранчо
- Да, верно. Я же еще на диете. - Вот-вот.	да верно я диета вотвота
"Значит, с низкокалорийным соусом ""ранчо"" и без масла."	значит низкокалорийный соус ранчо масло
И если можно, положите сверху бекона, ладно?	и можно положить сверху бекон ладный
"Ближайший ""МакДоналдс"" - в Авиньоне."	ближний макдоналдс авиньон
"""Фиш энд Чипс"" - в Марселе. Идите."	фиш энд чипс марсел идти
Ну и народ. Ну и грубияны.	ну народ ну грубиян
Вот твои чаевые.	вот твой чаевой
Спасибо за помощь.	спасибо помощь
Ты уволен.	ты уволить
Знаешь, мой винодел сказал, что ты выросла в районе Горда.	знаешь винодел сказать вырасти район гордый
Мсье Дюфло ошибается.	мсьё дюфть ошибаться
Я приезжала в Горд только летом, вместе со своей матерью.	я приезжать гордый летом вместе свой матерь
Я тоже раньше приезжал сюда на лето.	я ранний приезжать сюда лето
Интересно, мы когда-нибудь встречались?	интересно когданибудь встречаться
Если и встречались, надеюсь, я была невыносима.	если встречаться надеяться невыносимый
Слушай, ты ведь местная и должна знать.	слушай местный должный знать
Куда молодому человеку...	куда молодой человек
...на которого вдруг свалилось с неба настоящее богатство...	на который свалиться небо настоящее богатство
...повести даму, чтобы ее угостить?	повесть дама угостить
- Что? - Ты приглашаешь меня на свидание?	что ты приглашать свидание
Нет, скорее хочу извиниться.	нет скорее хотеть извиниться
Мне жаль, если ты будешь считать меня маньяком...	я жаль быть считать маньяк
...сталкивающим людей в кюветы.	сталкивать человек кювет
Мне это неинтересно.	я это неинтересно
Спокойной ночи.	спокойный ночь
В воскресенье вечером, в 8.	в воскресение вечером 8
Пляс де Лэтан.	пляс де лэтан
- Не опаздывай. - До встречи в воскресенье.	не опаздывать до встреча воскресение
О Господи. На помощь! Скорпионы!	о господь на помощь скорпион
- Скорпионы! Помогите! - Иду!	скорпион помочь идти
О, Господи!	о господь
Вот и все.	вот весь
- Лаванда. - Нет! Нет!	лаванда нет нет
Лаванда.	лаванда
- Спасибо. - Не за что.	спасибо не что
Вы очень неплохо танцуете, Людивин!	вы очень неплохо танцевать людивина
Спасибо! Но мне так не хватает Генри.	спасибо но хватать генри
Он танцевал просто блестяще.	он танцевать просто блестяще
Да. Да.	да да
А вы не хотите потанцевать?	а хотеть потанцевать
- О, что случилось? - Играл в теннис с Франсисом.	о случиться играть теннис франсис
О, бедный мальчик. Хотите, я наложу повязку?	о бедный мальчик хотеть наложить повязка
- Нет, нет. - Антисептик?	нет нет антисептик
Нет.	нет
Сегодня вечером вы у нас.	сегодня вечером мы
Сегодня вечером едим. У нас дома.	сегодня вечером есть у дом
Я буду готовить специально для вас, Макс.	я быть готовить специально вы макс
Спасибо.	спасибо
- Добрый вечер. - А, вы говорите по-французски?	добрый вечер а говорить пофранцузски
Да.	да
Франсис Дюфло, винодел.	франсис дюфть винодел
Кристи Робертс, незаконнорожденная дочь.	кристи робертс незаконнорождённый дочь
Ваше сходство с Генри несомненно.	ваш сходство генри несомненно
Нос.	нос
23 года я, не разгибаясь, трудился бок о бок с вашим отцом.	23 год я разгибаться трудиться бок бок ваш отец
Даже сейчас он работает где-то там наверху, ну, а я продолжаю здесь.	даже работать гдеть наверху ну продолжать здесь
Тогда-то я и посадил свои первые лозы.	тогдато посадить свой один лоза
А теперь они состарились и одряхлели.	а состариться одряхлеть
- Только не здесь. - Не здесь? Что вы.	только здесь не здесь что вы
Это настоящее бедствие.	это настоящее бедствие
Кругом лишь камни и печаль.	кругом лишь камень печаль
Известняк впитывает энергию солнца.	известняк впитывать энергия солнце
И ночами греет виноград.	и ночь греть виноград
Я дитя лозы.	я дитя лоза
Летом работала на виноградниках в Калифорнии.	летом работать виноградник калифорния
Ах так, но... В Калифорнии делают не вино, а дешевый пунш.	ах так но в калифорния делать вино дешёвый пунш
Мондави бы с вами поспорил.	мондавить вы поспорить
Может быть, дочь Генри заинтересует индивидуальный тур по винограднику.	мочь быть дочь генри заинтересовать индивидуальный тур виноградник
Прекрасно.	прекрасно
Если повезет, к нам присоединится и его дух.	если повезти мы присоединиться дух
Чек водопроводчику Франсуа Юперу подписывать?	чек водопроводчик франсуа юперо подписывать
- Сколько там? - 87 франков.	сколько там 87 франк
Подписывай.	подписывать
Генри Скиннер.	генри скиннер
- Дальше? - Механик.	далёкий механик
Ни одного су этой грязной обезьяне.	ни один су грязный обезьяна
"Мой старый ""Ягуар"" по-прежнему кашляет, что твоя тетя Мидж."	мой старый ягуар попрежний кашлять твой тётя мидж
- Дальше? - Жан-Пьер Лесур.	далёкий жанпьер лесура
Сколько, сколько?	сколько сколько
2 тысячи франков.	2 тысяча франк
Да, хорошо, хорошо.	да хорошо хорошо
Ты гений, Максимиллиан.	ты гений максимиллиана
Моя рука.	мой рука
- Фотографии произвели фурор. - Правда?	фотография произвести фурор правда
Да, заинтересовалась масса народа, Макс.	да заинтересоваться масса народ макс
- Чудесно. - Да.	чудесно да
Деньги, деньги, деньги, деньги, деньги.	деньга деньга деньга деньга деньга
Я решил, что пора и мне отправиться на место.	я решить пора отправиться место
Билет уже заказал.	билет заказать
Завтра после обеда я у тебя.	завтра обед ты
Шикарно. Я предупрежу прислугу и посажу на цепь псов.	шикарно я предупредить прислуга посадить цепь псовый
Каких еще псов?	какой псовый
Да ладно, нет у меня никаких псов, Чарли. Это я так, фигурально.	да ладный никакой псовый чарли это так фигурально
Все, пока.	весь пока
Макс!	макс
- Впечатляет, а? - Добрый вечер.	впечатлять а добрый вечер
- Как дела? - Неплохо.	как дело неплохо
- Идемте, выпьем аперитив. - И не один.	идти выпить аперитив и один
Ты погляди.	ты поглядеть
- А, Людивин. - А, нет, нет, нет, нет.	а людивина а нет нет нет нет
Я не хочу, чтобы ко мне на кухню кто-нибудь заходил. Я не хо...	я хотеть к кухня ктонибыть заходить я хо
- Макс. Макси! - Добрый вечер.	макс макси добрый вечер
Здравствуйте. Как дела?	здравствовать как дело
- Неплохо. - О, спасибо.	неплохо о спасибо
Какая красота. Спасибо, спасибо, спасибо.	какой красота спасибо спасибо спасибо
- Ну что вы. - Не за что.	ну вы не что
Ну ладно. Ну все, идите с кухни.	ну ладный ну весь идти кухня
Вот так. Скоро увидимся. Идите, идите же.	вот так скоро увидеться идти идти же
Я позволил себе пригласить еще и дочь Генри.	я позволить пригласить дочь генри
- Пастис? Хорошо. - Да.	пастис хорошо да
- Добрый вечер, кузен. - Добрый вечер.	добрый вечер кузен добрый вечер
Я вижу, тебе уже удалось втереться в доверие к прислуге.	я видеть ты удаться втереться доверие прислуга
Откуда платье от Холстона?	откуда платье холстон
Из папиного шкафа.	из папин шкаф
Интересно, а что его хозяйка носила у дядюшки дома?	интересно хозяйка носить дядюшка дом
Простой ужин после долго дня работы в поле.	простой ужин долго день работа пол
Баклажан.	баклажан
Баклажанная икра. Очень вкусно.	баклажанный икра очень вкусно
- Жаворонки без голов. - А где их головы?	жаворонок гол а голов
- Или мы их уже съели, а? - Нет, нет, нет, нет.	или съесть а нет нет нет нет
Наши местные грибы.	наш местный гриб
Прошу.	просить
И, наконец, рагу из мяса кабана.	и наконец рагу мясо кабан
Маринованного в смеси красного вина и крови, выжатой из туши.	мариновать смесь красный вино кровь выжать тушить
Ну правильно, чего добру пропадать?	ну правильно добро пропадать
Ну все, налетай.	ну весь налетать
Людивин, помоги, помоги.	людивина помочь помочь
Вина, Макс?	вино макс
"""Ля Сирок"". О нет."	ля сирок о нет
- Кристи? Вина? - Нет, спасибо.	кристи вино нет спасибо
Папа...	папа
Папа у нас говорит на провансальском.	папа говорить провансальский
Вы представляете?	вы представлять
Сегодня совсем немногие понимают этот язык.	сегодня немногий понимать язык
На нем говорят исключительно поэты и содомиты.	на немой говорят исключительно поэт содомит
"Кстати, а кто такие ""содомиты""?"	кстати такой содомит
Я тебе ночью объясню.	я ты ночью объяснить
Франсис.	франсис
Чудесная спаржа.	чудесный спаржа
- Спасибо. - Приходится работать челюстями, но...	спасибо приходиться работать челюсть но
...в остальном просто чудесно.	в остальной просто чудесно
Браво, Людивин.	бравый людивина
О, а кабан...	о кабан
Мне еще никогда не приходилось пробовать такого кабана.	я приходиться пробовать такой кабан
- Можно мне хлеба? - О, да.	можно хлеб о да
- Эй, вот это хорошее. - Франсис, Франсис.	эй это хороший франсис франсис
- Стой. А ну отдай сюда. - Нет, нет.	стоять а отдать сюда нет нет
Папа, стой.	папа стоять
Дай сюда. Ну же.	дать сюда ну же
"Прошу прощения. Это ""Куан Пердю"" Местное vin dе gаrаgе."	просить прощение это куан пердь местный vin dе gаrаg
Гаражное вино.	гаражный вино
Эксклюзив.	эксклюзив
Маленькие виноградники, маленькие объемы производства.	маленькая виноградник маленькая объём производство
И очень большие цены.	и очень большой цена
Это вино очень перехвалено.	это вино очень перехвалить
А в Интернете все иного мнения.	а интернет иной мнение
"Выясняется, что ""Ле Куан Пердю"" - настоящая легенда Прованса."	выясняться ле куан пердь настоящий легенда прованс
Это вино переходит от одного коллекционера к другому...	это вино переходить один коллекционер другой
...но никто не знает, кто именно его производит.	но никто знать именно производить
Что ж, пришло время frоmаgе.	что ж пришлый время frоmаg
- Да? - Вы хотите frоmаgе? Сыра?	да вы хотеть frоmаg сыр
- Ну а сейчас. Сейчас... - Папа. Папа.	ну сейчас сейчас папа папа
Вы не нальете мне глоточек крепенького? Знаете, что это, Кристи?	вы налить глоточек крепенький знаете это кристи
- Марк де Прованс. Я сам делал. - Да вы что?	марк де прованс я делать да что
Он немного крепковат, но очень хорош.	он немного крепковатый очень хороший
- Чин-чин. - По рецепту вашего отца.	чинчин по рецепт ваш отец
- Ух ты. - Да.	ух ты да
- Макс. Хотите немного? - Да, спасибо.	макс хотеть немного да спасибо
Скажите нам, мадам Дюфло, а почему вы так уверены, что она ребенок Генри?	сказать мы мадам дюфть почему уверить ребёнок генри
Ну конечно.	ну конечно
- Нос! - Ах, нос!	нос ах нос
Этот великолепный пятачок!	этот великолепный пятачок
Ну, а другие причины? Хоть какие-нибудь?	ну другой причина хоть какиенибудь
Нет?	нет
Хоть что-то, способное подкрепить притязания Кристи на этот статус?	хоть чтоть способный подкрепить притязание кристи статус
Генри когда-нибудь говорил о Калифорнии?	генри когданибудь говорить калифорния
Он когда-нибудь упоминал о какой-нибудь женщине из Калифорнии?	он когданибудь упоминать какойнибудь женщина калифорния
Забавно, правда? В порыве пьяного откровения он мог бы рассказать...	забавно правда в порыв пьяный откровение мочь рассказать
...о своем потомстве. Нет?	о свой потомство нет
Нет, ну право же.	нет право же
Уж кого-кого, а американку для выведения потомства...	уж когокий американка выведение потомство
...да еще сознательно, Генри выбрал бы в самую последнюю очередь.	да сознательно генри выбрать самый последний очередь
Да, наверное, но сейчас...	да наверное сейчас
...я вижу в Кристи гораздо больше от Генри, чем я вижу в вас.	я видеть кристи гораздо генри видеть вы
- Да, да. - Макс.	да да макс
Я всего лишь хочу узнать о своем отце.	я лишь хотеть узнать свой отец
Мне выпал шанс ближе познакомиться с тем, кто породил меня на свет.	я выпасть шанс близкий познакомиться тем породить свет
И мне все равно, веришь ты мне или нет.	и равно верить нет
Мсье, мадам, Папа Дюфло, спасибо за чудесный вечер.	мсьё мадам папа дюфть спасибо чудесный вечер
- О, Папа вас проводит. - О нет, Людивин. Нет.	о папа проводить о нет людивина нет
Лозы помогут мне найти путь к дому.	лоза помочь найти путь дом
Спокойной ночи.	спокойный ночь
Спокойной ночи.	спокойный ночь
- Все хорошо? - Я в полном порядке.	весь хорошо я полный порядок
- Что ты здесь делаешь? - Я потеряла туфлю.	что делать я потерять туфля
- Что? - Я потеряла туфлю.	что я потерять туфля
Ну почему Генри не мог быть моим отцом?	ну почему генри мочь мой отец
Потому что сейчас, когда он снова в моей жизни...	потому сейчас снова мой жизнь
...я не уверен, что хочу его с кем-нибудь делить.	я уверенный хотеть кемнибыть делить
- Ты мне не веришь, да? - Послушай, Кристи, дело не в этом.	ты верить да послушать кристи дело это
Людивин рассказала мне...	людивина рассказать я
...что твои родители умерли, когда ты был совсем маленьким.	что твой родитель умереть маленькая
Знаешь, я ведь тоже выросла без отца.	знаешь вырасти отец
Неужели для тебя ничего не значит тот факт...	неужели значит факт
...что я могу оказать твоей единственной кровной родственницей?	что мочь оказать твой единственный кровный родственница
Как раз значит. Потому я и хочу быть в этом уверен.	как значит потому хотеть уверенный
Так.	так
В детстве эта комната была моей.	в детство этот комната мой
Я здесь спал, и мне казалось...	я спасть казалось
...что это самое безопасное место на всем белом свете.	что это самый безопасный место весь бел свет
И никто не говорил мне, когда ложиться спать и что делать по дому.	и никто говорить я ложиться спать делать дом
И не было вокруг вечно скандалящих взрослых.	и вокруг вечно скандалить взрослый
Я глубоко любил Генри, но так никогда и не собрался ему в этом признаться.	я глубоко любить генри собраться признаться
А теперь из-за этого чувствую себя так паршиво.	а изз чувствовать паршиво
Те летние месяцы были для меня настоящим спасением.	тот летний месяц настоящее спасение
Миллион благодарностей, Максимиллиан.	миллион благодарность максимиллиана
Тысяча чертей, Генри.	тысяча чёрт генри
Ну когда же эти цифры сойдутся? Когда же они сойдутся?	ну цифра сойтись когда сойтись
Поганец явно мухлевал с бухгалтерией.	поганец явно мухлевать бухгалтерия
- Да? - Макс, малыш.	да макс малыш
Эмис, старая калоша.	эмис старый калоша
С таким сожалением узнал, что тебя поперли.	с такой сожаление узнать попереть
Как и всегда, Эмис...	как всегда эмис
...твои попытки докопаться до истины и найти верный путь...	твой попытка докопаться истина найти верный путь
...приводят к очередному заблуждению.	приводить очередной заблуждение
"И ты, как обычно, оказываешься в самом конце танцующего ""ручейка""."	и ты обычно оказываться самый конец танцующий ручеёк
Ты слишком много раз переходил черту, Скиннер.	ты слишком переходить черта скиннер
- Мерзкий гаденыш! - Кстати...	мерзкий гадёныш кстати
...большое тебе спасибо за неповоротливость на рынке и...	большой ты спасибо неповоротливость рынок и
"...как следствие пожертвование в фонд покупки моего нового ""Астон Мартина""."	как следствие пожертвование фонд покупка мой новое астон мартин
Цветы от меня уже принесли?	цвета принести
Какие цветы? Что ты несешь?	какой цвета что нести
Вся твоя жизнь - сплошные аферы и махинации.	весь твой жизнь сплошной афера махинация
- Прошу тебя, продолжай. - Ты - ничтожество.	просить ты продолжать ты ничтожество
- Кретин. - Я все слышал.	кретин я слышать
Как ты смеешь называть меня кретином, жирный ублюдок?	как сметь называть кретин жирный ублюдок
А? Алло?	а алло
- Воnjоur. - Скиннер!	воnjоur скиннер
Здравствуйте. Меня зовут Жан-Мари Брунье.	здравствовать я звать жанмарь брунья
Здравствуйте. Да?	здравствовать да
Я приехал взять пробу вина.	я приехать взять проба вино
- О, энолог! Точно. - Да.	о энолог точно да
Здорово.	здорово
Хватайте сапоги и пошли.	хватать сапог послать
Да.	да
Джемма, давненько-давненько...	джемма давненькодавненький
Макс, мне только что было видение.	макс видение
"Ты подаешь Кенни латте в кафе ""Старбакс""."	ты подавать кенни латта кафе старбакс
- Ему так понравилось в моем кресле? - Да, слушай.	он понравиться мыть кресло да слушай
Запомните, мы работаем не ради страховки стоматолога.	запомнить работать ради страховка стоматолог
Продаем. Продаем.	продавать продавать
Он приписал себе даже твой трюк в начале недели.	он приписать твой трюк начало неделя
Всем в офисе рассказывает, что это он подкинул тебе идею.	весь офис рассказывать это подкинуть ты идея
Ну если бы он не был амбициозным и корыстным ублюдком...	ну амбициозный корыстный ублюдок
...я бы его с самого начала на работу не взял.	я самый начало работа взять
"Да, но, Макс, он пытается тебя ""сожрать""."	да но макс пытаться сожрать
Джемма, пусть отсасывает у самого себя...	джемма пусть отсасывать самый себя
...стонет от счастья и делает все, что хочет.	стонать счастие делать весь хотеть
Договорились? До встречи, Джемма.	договориться до встреча джемма
До встречи.	до встреча
- Итак? - Дешевка.	итак дешёвка
Чудесно. Чудесно.	чудесно чудесно
Нет. Нет, это означает... Это плохо, понимаете?	нет нет это означать это плохо понимать
Да. Дерьмо.	да дерьмо
Ну а это что?	ну это что
Какая-то гадость. Что-то неприятное.	какаять гадость чтоть неприятный
Похоже на помет. Дерьмо куриное, да?	похоже помета дерьмо куриный да
Так, так.	так так
Это совсем ужасно, понимаете? Это...	это ужасно понимать это
По-французски мы говорим mоrt.	пофранцузски говорить mоrt
Лоза абсолютно мертвая.	лоза абсолютно мёртвый
О, Господи. Бог ты мой.	о господь бог мой
Посмотрите-ка сюда. Какая кроха.	посмотритек сюда какой кроха
Деточка.	деточка
Смотрите.	смотреть
Ее-то я и возьму на пробу.	ееть взять проба
Так, так. И так.	так так и так
Катастрофа.	катастрофа
Очень, очень плохо.	очень очень плохо
Мне страшно жаль.	я страшно жаль
Это больше похоже на каменоломню, чем на виноградник.	это похоже каменоломня виноградник
Взгляните? Знаете, что значит? Сбор зеленого винограда.	взглянуть знаете значит сбор зелёный виноград
Вы обрезать две трети ветвей.	вы обрезать два треть ветвь
Тогда те, что остались, получать все питательные вещества, да?	тогда тот остаться получать питательный вещество да
А зачем это делается?	а это делаться
Отчаянная попытка крестьянина...	отчаянный попытка крестьянин
...спасти то, что еще можно было спасти, да?	спасти то спасти да
Да. Кажется, я понимаю, что вы имеете в виду.	да кажется понимать иметь вид
Ну и каков же ваш вердикт?	ну каков ваш вердикт
Несмотря на достойные восхищения усилия вашего винодела...	несмотря достойный восхищение усилие ваш винодел
...этой земле уже не помочь.	этот земля помочь
Ничем.	ничто
Полное дерьмо. Пустошь, да?	полный дерьмо пустошь да
Можно засадить ее картошкой или тыквой, хотя...	можно засадить картошка тыква хотя
Из моего офиса вам пришлют официальное заключение и счет.	из мой офис прислать официальный заключение счёт
Благодарю вас.	благодарить вы
А ну просыпаемся, просыпаемся, пляжная красавица!	а просыпаться просыпаться пляжный красавица
Ты что же это делаешь, черт тебя подери?	ты это делать черта подрать
- Что? - Это личный архив Генри.	что это личный архив генри
Он невосполним!	он невосполнимый
А ты знал, что папа смешивал мартини самому Уинстону Черчиллю?	а знать папа смешивать мартини самый уинстон черчилль
А еще в 75-м он танцевал вальс с самой Амелией Эрхарт.	а 75м танцевать вальс самый амелия эрхарт
Учитывая, что Амелия Эрхарт скончалась в 30-х годах 20-го века...	учитывать амелия эрхарт скончаться 30х год 20го век
...это его заявление лишний раз подтверждает склонность Дяди Генри...	это заявление лишний подтверждать склонность дядя генри
...ко всякого рода преувеличениям.	к всякий род преувеличение
Хочешь, я расскажу тебе о настоящем дяде Генри?	хотеть рассказать ты настоящий дядя генри
А не о том, каким рисует его твое живое воображение?	а тот какой рисовать твой живой воображение
Настоящий Генри Скиннер...	настоящий генри скиннер
...боялся связывать себя любыми узами с реальным миром.	бояться связывать любой уза реальный мир
Он сбежал от него, чтобы пить и гулять и закончить свою жизнь...	он сбежать он пить гулять закончить жизнь
...в одиночестве и без всякой любви!	в одиночество всякая любовь
Все, что мне нужно знать о моем папе, здесь, вокруг.	весь нужно знать мыть папа здесь вокруг
У меня перед глазами.	у глаз
И знаешь, если это поместье значило для него так много, как я думаю...	и знаешь это поместье значить много думать
...ты еще отвратительнее, чем показался мне в начале...	ты отвратительный показаться начало
...потому что ты задумал его продать.	потому задумать продать
Завтра же я уезжаю.	завтра уезжать
Моя услада из Сан-Франциско	мой услада санфранциско
- Дядя Генри! - Ну давай посмотрим.	дядя генри ну давать посмотреть
Раз, два. Эй!	раз два эй
- Да? - Алло.	да алло
Надеюсь, ты там трудишься в поте лица.	надеяться трудиться пот лицо
Чарли. Да. С самого рассвета.	чарли да с самый рассвет
Правда?	правда
Мне больно думать, что ты пашешь в полном одиночестве.	я больно думать пахать полный одиночество
Мы же англичане, Чарли. Ты знаешь.	мы англичанин чарли ты знаешь
Мы рождены править и приносить жертвы.	мы родить править приносить жертва
- Да. - А ты где?	да а где
У входа.	у вход
Макс, можешь взять мои предварительные прикидки...	макс мочь взять мой предварительный прикидка
...и забить их мне в задницу!	и забить задница
Если я не смогу заработать для тебя на этой красоте пять миллионов...	если смочь заработать красота пять миллион
...значит, я занимаюсь не своим делом.	значит заниматься свой дело
Что?	что
Что?	что
- О, Боже. - Что?	о бог что
Это катастрофа.	это катастрофа
