cleaned_text	lemm_text
В то же время, у Loadstar аж 431.	время loadstar аж 431
Ну, наверное, это хорошо.	наверное это
Но мы можем создать “убийцу” Mosaic.	мочь создавать  “ убийца ”  mosaic
Она бы не смогла это сделать.	смочь это сделать
Мы найдем того, кто сможет.	находить смочь
Джо, сколько раз тебе нужно оказаться правым?	джо сколько нужно оказываться правый
Может, мы просто должны быть благодарны и все такое?	просто должный благодарный весь
Я имею в виду, что эта технология,	иметь вид технология
о которой мы могли только мечтать в том гараже.	который мочь мечтать гараж
Тебе надо было привести Оззи.	приводить оззи
Я бы не возражал.	возражать
Да.	
Да.	
Что?	
Ничего.	
3 недели назад мы расстались.	3 неделя назад расставаться
Вот черт...	черт ...
Эй, Гордон...	эй гордон ...
С 40-летием!	40 летие
Твое здоровье!	твой здоровье
"Переведено специально для сообщества ""Безудержный свун по Ли Пейсу"""	перевести специально сообщество безудержный свун пейс
Переводчики: Tanya852, isamat, Parasite God, неслучайный гость, Flex Ferrum.	переводчик tanya852 isamat parasite god неслучайный гость flex ferrum
Технический перевод: isamat.	технический перевод isamat
Коррекция: ularula.	коррекция ularula
http://leepaceswoon.diary.ru https://vk.com/leepaceswoon	http :// leepaceswoon diary ru https :// vk com leepaceswoon
Попробуй коридор заново.	попробовать коридор заново
Мы там уже были, и все, что мы нашли -	находить
это ржавая трость.	это ржавый трость
Ты можешь ей вооружиться?	мочь вооружаться
“В руке палочка распадается”?	“ рука палочка распадаться ”
Круто.	круто
Что, чувак?	чувак
Похоже на домашку.	похоже домашка
Серьезно, от одного вида этого меня просто вымораживает.	серьезно вид это просто вымораживать
О, здорово… еще одна загадка.	здорово … загадка
Хорошая штука - мы уже минут 10 никого не видим.	хороший штука минута 10 никто видеть
Тут даже никого нельзя убить.	никто убивать
А, черт.	черт
Ладно.	ладно
Стой. Какого черта? Мы вернулись в начало?	стоять черт вернуться начало
Вот дерьмо.	дерьмо
Ты кто?	
Привет.	привет
Какая сейчас ваша любимая видеоигра?	ваш любить видеоигра
- Mortal Kombat. - Да, Mortal Kombat.	mortal kombat mortal kombat
Я предпочитаю Street Fighter II	предпочитать street fighter ii
за превосходное управление и графику.	превосходный управление график
Хорошо. Спасибо, что пришли, парни.	спасибо приходить парень
Вот ваши подарочные сертификаты в Pioneer Chicken [сеть закусочных].	ваш подарочный сертификат pioneer chicken сеть закусочная
Мы ценим ваш отзыв.	ценить ваш отзыв
Парни, это не наша целевая аудитория.	парень это наш целевой аудитория
Нам нужны люди с более высоким средним баллом,	нужный человек высокий средний балл
читатели с богатой фантазией и интересами в научной фантастике.	читатель богатый фантазия интерес научный фантастика
В эту игру не играют. В ней живут.	игра играть жить
Сколько сейчас сайтов?	сколько сайт
И я нашел для тебя один новый.	находить новый
Слушай, если это тот, что переводит твое имя	слушать это переводить твой имя
на гавайский, то я уже это сделал.	гавайский это сделать
И?	
Kolekona.	kolekona
Эй, взгляни на это.	эй взглядывать
Это, ну… это кофеварка.	это … это кофеварка
Эта кофеварка расположена	кофеварка располагать
в Кембриджском университете за 5000 миль отсюда.	кембриджский университет 5000 миля отсюда
Это не картинка. Это видео в реальном времени.	это картинка это видео реальный время
Ну, в самом выглядит живенько.	самый выглядеть живенько
Это… захватывающе.	это … захватывающий
Послушай.	послушать
Джо, на самом деле я спустился сюда,	джо самый дело спускаться сюда
чтобы кое о чем с тобой поговорить.	кое поговорить
Валяй.	валять
Ну, я подумал, не согласишься ли ты переехать наверх.	подумать соглашаться переезжать наверх
Зачем?	
Ну, отдел веб-сервисов	отдел веб сервис
развивается не так, как мы первоначально задумывали,	развиваться первоначально задумывать
и, знаешь, мы могли бы использовать пространство на сервере.	знать мочь использовать пространство сервер
А теперь когда браузеру конец…	браузер конец …
Конец? Возможно, мы немного зашли в тупик,	конец возможно немного зайти тупик
но это потому, что мы только начали.	это начинать
Я не стану переезжать наверх.	становиться переезжать наверх
Это ты будешь переезжать вниз.	это переезжать вниз
Послушай, Джо, ты сидишь тут	послушать джо сидеть
почти три года,	год
и тут по-прежнему только ты, эргономичное кресло	по-прежнему эргономичный кресло
и 500 стикеров.	500 стикер
Послушай. Я повторю еще раз.	послушать повторять
Ты сделал это. Вы с Райаном были правы.	сделать это райан правый
Ты сказал, что интернет станет следующим великим общественным предприятием.	сказать интернет становиться следующий великий общественный предприятие
Так угадай, что? Мы здесь.	угадывать
Мы сделали это. Мы - Томас Эдисон.	сделать это томас эдисон
Мы построили энергетическую компанию.	построить энергетический компания
Так почему бы тебе не подняться наверх	почему подниматься наверх
и не управлять энергетической компанией вместе со мной?	управлять энергетический компания вместе
Гордон, никто не вспомнит энергетическую компанию.	гордон никто вспомнить энергетический компания
Пришел бесплатно по почте вместе с журналом “Popular Mechanics” в этом месяце.	приходить бесплатно почта вместе журнал  “ popular mechanics ”  месяц
AOL бомбардирует.	aol бомбардировать
Они нацелились на всю нашу территорию.	нацеливаться весь наш территория
Они пытаются уничтожить CompuServe и Prodigy,	пытаться уничтожать compuserve prodigy
но мы можем оказаться в перекрестном огне.	мочь оказываться перекрестный огонь
Все, что я хочу сказать - если начнется война,	хотеть сказать начинаться война
было бы хорошо, чтобы ты был в битве.	хороший битва
Боже. У них теперь есть видео.	боже видео
Матерь…	мать …
Нет, Абе, ты должен был полностью внедрить	аба должный полностью внедрять
- обновления сегодня утром. - Сам попробуй переформатировать HTML,	обновление сегодня утро попробовать переформатировать html
когда на руках орет шестимесячный младенец.	рука орать шестимесячный младенец
Ну просто очень вовремя.	просто очень вовремя
- Да. - Да. Хорошо.	
Она скоро будет.	скоро
Спасибо.	спасибо
Морковь, грейпфрут, немного имбиря.	морковь грейпфрут немного имбирь
Microsoft не получили толчка, на который рассчитывали	microsoft получать толчок который рассчитывать
от объявления о Home.	объявление home
Я знаю. Две сотых.	знать сотая
Ну, Windows все еще официальная ОС	windows официальный ос
Белого дома.	белый дом
Доброе утро.	добрый утро
Прежде всего, спасибо, что позвали нас этим утром.	прежде спасибо позвать это утро
Поверьте, не свяжись вы с нами,	поверять связываться
мы бы…	…
Знаете, мы бы надоедали вам, чтобы попасть сюда,	знать надоедать попадать сюда
потому что мы просто чертовски взволнованы	просто чертовски взволновать
теми шагами, которые мы предпринимаем, чтобы превзойти Mosaic.	шаг который предпринимать превосходить mosaic
К тому моменту, когда мы полностью закончим,	момент полностью заканчивать
все будут говорить: “Mosaic? Что за Mosaic?”	"говорить : “ mosaic mosaic ”
"
Итак, просто, чтобы держать вас в курсе,	итак просто держать курс
Millennium теперь поддерживает...	millennium поддерживать ...
Да.	
Встроенные изображения.	встроенный изображение
Да, у нас есть кнопка “стоп”,	"кнопка  “ стоп ”,
"
чтобы остановить загрузку веб-страницы. Видите?	останавливать загрузка веб страница видеть
И скоро у нас должен быть свой собственный хотлист.	скоро должный свой собственный хотлистый
Видео?	видео
Да. Да, конечно.	
Мы усердно работаем над этим. Вопрос нескольких дней.	усердно работать это вопрос несколько день
Мы также активно работаем над брендингом...	также активно работать брендинг ...
знаете, рекламируем наше имя.	знать рекламировать наш имя
Грег, коврик для мышки, пожалуйста.	грег коврик мышка пожалуйста
Грег, коврик для мышки, пожалуйста.	грег коврик мышка пожалуйста
Знаете, чтобы распространить слово,	знать распространять слово
и наше количество скачиваний, хоть и уступает Mosaic,	наш количество скачивание уступать mosaic
начинает вытеснять Loadstar, так что...	начинать вытеснять loadstar ...
Но мы же не хотим просто гоняться за Mosaic, ведь так?	хотеть просто гоняться mosaic
Вы для этого слишком талантливы.	это слишком талантливый
Вы должны следовать вашему собственному видению,	должный следовать ваш собственный видение
а не имитировать чужое, так?	имитировать чужой
Мы полностью согласны. Да.	полностью согласный
Замечательно.	замечательно
Тогда все решено.	решать
Я действительно ставила на вас, парни.	действительно ставить парень
Спасибо, Донна. Мы очень ценим это.	спасибо донна очень ценить это
Нас только что лишили финансирования?	лишать финансирование
- Не трогай меня. - Ты просил.	трогать просить
Я сказал не трогай меня, Абе!	сказать трогать аба
Господи!	господи
Хорошо!	
Хорошо.	
Да!	
Да!	
Ух ты.	ух
Посмотрите, кто пришел.	посмотреть приходить
Я была в пригласительном списке компании.	пригласительный список компания
Значит ты получаешь письма.	значит получать письмо
- Ты видела Mosaic? - Я видела Mosaic.	видеть mosaic видеть mosaic
Тебя не было слышно пять месяцев.	слышно пять месяц
А теперь ты просто здесь.	просто
Честно говоря, я даже не знал, что ты в стране.	честно говорить знать страна
Да, извини. Я должна была…	извинять должный …
Знаешь я… я думала, что найду время поговорить с тобой.	знать … думать находить время поговорить
Я не знала, что вечеринка будет такой...	знать вечеринка ...
Слушай, слушай. Не волнуйся об этом.	слушать слушать волноваться это
Если честно, я даже не злюсь на тебя.	честно злиться
Джо тебя убьет.	джо убивать
Так он здесь?	
На вечеринке ли Джо МакМиллан?	вечеринка джо макмиллан
Ты отстала от жизни.	отставать жизнь
Ну, давай!	давать
Эй, что, черт возьми, ты здесь делаешь?	эй черт взять делать
Боже мой! Ты смотри!	боже смотреть
Я… я некоторым образом, ну, продвигаю мою новую игру.	… некоторый образ продвигать новый игра
Да, конечно, Pilgrim. Я видел.	pilgrim видеть
Выглядит жутковато.	выглядеть жутковато
Кстати, Джону безумно понравился корабельный компас.	кстати джон безумно понравиться корабельный компас
Конечно. Я установил его прямо на переборке.	устанавливать прямо переборка
Знаешь, мы как-нибудь должны туда выбраться	знать как-нибудь должный туда выбираться
и повидать их. Поскорее.	повидать скоро
Как только Диана выяснит, как списать это на затраты.	диана выяснивать списывать это затрата
Ну спасибо, Джон.	спасибо джон
Шучу.	шутить
О, я имею в виду, что я буду рада видеть вас, когда пожелаете.	иметь вид рад видеть пожелать
Я только что увидела Джоани, пойду ее поприветствую.	увидеть джоань пойти поприветствовать
Хорошо. Рад тебя видеть.	рад видеть
Ну и когда ты прокатишь меня на той лодке?	прокатить лодка
О, мы скоро выберемся, Кэп!	скоро выбираться кэп
Пойду помоюсь.	пойти помыться
Да, тебе это необходимо.	это необходимый
Чуть позже увидимся, ребята.	поздно увидеться ребята
Ладно.	ладно
Судя по виду,	судя вид
CalNect за год зарабатывает сколько, 50-60 миллионов?	calnect год зарабатывать сколько 50 60 миллион
Ну, черт, теперь, когда они и в Аризоне, 75.	черт аризона 75
Однако, на поле еще 25 конкурирующих интернет-провайдеров, и их число растет,	однако поле 25 конкурировать интернет провайдер число расти
а CalNect не член CIX [ассоциация коммерческих провайдеров интернета в США],	"calnect член cix ассоциация коммерческий провайдер интернет сша ],
"
и в ближайшее время не планирует им быть.	близкий время планировать
Ну да.	
Гордон - довольно хороший смотритель курятника.	гордон довольно хороший смотритель курятник
Я бы не волновался.	волноваться
Джон, все, что я говорю - это то, что с приходом в город AOL [America Online - в 90-е крупнейший поставщик онлайн-служб и доступа к интернет]	джон говорить это приход город aol america online 90 е крупный поставщик онлайн служба доступ интернет
все это кажется слишком оптимистичным, не так ли?	это казаться слишком оптимистичный
Кэмерон?	кэмерон
Боже! Боже!	боже боже
- Не могу поверить, что ты здесь. - Ладно.	мочь поверять ладный
О, боже! Парни, смотрите.	боже парень смотреть
Это Кэмерон. Как… как Кэмерон Хоу.	это кэмерон … кэмерон хоу
- Да. - Круто, чувак.	круто чувак
- Она изобрела Space Bike.	изобретать space bike
Как называется другая?	называться
Pilgrim.	pilgrim
Точно.	точно
Это так круто.	это круто
Хочешь сыграть в Mortal Kombat?	хотеть сыграть mortal kombat
Да.	
О, нет. Продолжайте, парни.	продолжать парень
Хейли?	хейль
Привет.	привет
Привет!	привет
(яп.) Давно это было.	яп давно это
О, впечатляет.	впечатлять
Знаешь, я практиковалась с теми компакт-дисками, что ты присылала.	знать практиковаться компакт-диск присылать
(яп.) Одного языка не бывает достаточно.	яп язык бывать достаточно
(яп.) Ты замечательная морковка.	яп замечательный морковка
Нет?	
- Нет. - Что нет?	
Ты сказала, что я замечательная морковка.	сказать замечательный морковка
Тебе не нужно волноваться.	нужно волноваться
Мамы здесь нет.	мама
- Эй, мужик. - Привет.	эй мужик привет
Приятно тебя видеть.	приятно видеть
Не думал, что ты сможешь придти.	думать смочь прийти
Приятно знать, что я все еще могу тебя удивить.	приятно знать мочь удивлять
Что, и подарка нет?	подарок
Вообще-то, я кое-что тебе взял.	вообще-то кое-что взять
Я пошутил.	пошутить
На переднем прилавке в Blockbusters их целый ящик.	передний прилавок blockbusters целый ящик
Господи. AOL повсюду.	господи aol повсюду
Я… В этой борьбе я с тобой.	… борьба
Но я хочу кабинет Шепа. Там больше солнечного света.	хотеть кабинет шепа солнечный свет
Договорились.	договариваться
Кэмерон здесь.	кэмерон
Хорошо, так у меня есть http//cad.UCLA /edu/repository/bonsai/html.	http // cad ucla edu repository bonsai html
Да. Именно так.	именно
Как я понимаю, вы тоже любитель бонсай?	понимать любитель бонсай
Нет.	
Но я посмотрю ваш сайт.	посмотреть ваш сайт
Хорошо.	
Я слышала - ты больше не ходишь на вечеринки.	слышать ходить вечеринка
Это день рождения Гордона.	это день рождение гордон
Как Том?	
Хорошо.	
Он, ну...	...
Его только что повысили	повышать
до главы по развитию в Sega, так что...	глава развитие sega ...
Замечательно.	замечательно
Ты на меня злишься?	злиться
А ты бы не злилась?	злиться
Да.	
Мне надо идти.	идти
Спасибо всем, что пришли!	спасибо приходить
Можно мне виски?	висок
Я жестока?	жестокий
Конечно, нет.	
Почему ты спрашиваешь?	почему спрашивать
Хорошо.	
Сколько времени?	сколько время
Полдень. Проснись и пой.	полдень просыпаться петь
Боже, ты чудовище.	боже чудовище
Пит может подбросить тебя домой, если хочешь.	пит мочь подбрасывать домой хотеть
Кто такой Пит?	пит
Мой шофер. Тебе он понравится.	шофер понравиться
Он раньше был специалистом по налоговому планированию	рано специалист налоговый планирование
и любит слушать книги в записи.	любить слушать книга запись
В машине темно?	машина темно
Можно я там немного посплю с кондиционером?	немного поспать кондиционер
Конечно.	
Если тебя устраивает сладкий антураж	устраивать сладкий антураж
триллеров Роберта Ладлэма.	триллер роберт ладлэм
Блин, Donut Plains 3 невероятны.	блин donut plains 3 невероятный
Battle Mode?	battle mode
Да, ты в теме.	тема
Хорошо.	
О, Господи.	господи
Хорошо, ты должна выбрать парня.	должный выбирать парень
Что, Тоад? Серьезно?	тоад серьезный
Он лучше всех проходит повороты.	проходить поворот
Интересно.	интересно
Ладно, приличные шансы, что я блевану.	ладно приличный шанс блеван
Вы с Джоани сегодня в одной лодке.	джоань сегодня лодка
Вау! Ты можешь бросать банановые шкурки?	вау мочь бросать банановый шкурка
Как тебе удалось в ней так поднатореть?	удаваться поднатореть
Где-то полтора года назад я заполучила	где-то полтора год назад заполучать
картридж с прототипом этой игры.	картридж прототип игра
Черт, ты действительно привнес сюда дух юго-запада,	черт действительно привносить сюда дух юго-запад
правда, Гордон?	правда гордон
Легче.	легко
Как долго ты будешь в городе?	долго город
Не знаю.	знать
Но если захочешь увидеть одну крышеносную вещь,	захотеть увидеть крышеносной вещь
тебе стоит заглянуть на тестирование фокус-группы	стоить заглядывать тестирование фокус-группа
для моей новой игры.	новый игра
Это как “Измененное сознание”,	"это  “ изменять сознание ”,
"
только вместо ЛСД маркетинговые исследования.	вместо лсд маркетинговый исследование
Не дай Бог, мне не понравится эта чертова игра.	давать бог понравиться чертов игра
Ну, конечно, именно тогда, когда я получил красный панцирь.	именно получать красный панцирь
Вот.	
Скажи мне, если тебе понравится.	сказать понравиться
Pilgrim.	pilgrim
Я рада, что у тебя все хорошо, Гордон.	рад гордон
Спасибо.	спасибо
Да.	
У меня в самом деле все хорошо, замечательно.	самый дело замечательно
Я хочу сказать, прошлой ночью я был человеком-кисточкой.	хотеть сказать прошлый ночь человек кисточка
Я видела.	видеть
Знаешь, CalNect - это просто нечто.	знать calnect это просто нечто
Прости, что Loadstar пришлось стать исключением.	прощать loadstar приходиться становиться исключение
- Я… - Да ладно.	… ладно
Знаешь, если быть полностью честным,	знать полностью честный
со временем браузер стал для меня	время браузер становиться
скорее сторонним проектом.	скоро сторонний проект
Это всегда было детище Джо.	это детище джо
Джо.	джо
Я видела его прошлой ночью.	видеть прошлый ночь
И?	
Гордон, все прошло не так хорошо.	гордон проходить
Что ж, пожалуй, это к лучшему.	пожалуй это хороший
Для кого?	
Для него.	
О, черт!	черт
Что?	
Девочки еще не уехали.	девочка уезжать
Хейли, Джоани! Быстрее! Идем!	хейль джоань быстро идти
Гордон?	гордон
Нет, она никогда не заходит. Не волнуйся.	заходить волноваться
Хорошо, что ж, увидимся в среду.	увидеться среда
Я тоже тебя люблю.	любить
Джоани, идем!	джоань идти
Гордон?	гордон
Ты видела Mosaic?	видеть mosaic
Да.	
Я удивлена, что это не ты.	удивлять это
Привет.	привет
Она, возможно, попробовала...	возможно попробовать ...
Папа.	папа
Выходи.	выходить
Спасибо за это.	спасибо это
Да.	
В любое время.	любой время
Она редко заходит.	редко заходить
Как и ожидалось, фиксированная плата и неограниченное использование	ожидаться фиксированный плата неограниченный использование
поначалу отразились на общем доходе,	поначалу отражаться общий доход
но теперь мы в массовом бизнесе.	массовый бизнес
Пользовательская база продолжает расти.	пользовательский база продолжать расти
Тогда это не восстановление. Это устойчивый рост.	это восстановление это устойчивый рост
Это хорошо.	это хороший
Только проблема в том, что труба становится узкой.	проблема труба становиться узкий
Со всеми этими данными мы начинаем понемногу засоряться.	весь данные начинать понемногу засоряться
MCI услышит, как хорошо у нас идут дела,	mci услышать идти дело
они захотят перезаключить	захотеть перезаключать
полюбовную сделку, прежде чем дадут нам	полюбовный сделка прежде давать
бОльшую пропускную способность сети по витой паре.	большой пропускной способность сеть витой пара
Мы могли бы упереться и попробовать PacBell,	мочь упираться попробовать pacbell
но в конце концов, мы хотим, чтобы	конец конец хотеть
наш базовый провайдер был счастлив, кем бы он ни был.	наш базовый провайдер счастливый
Что скажешь, Гордон?	сказать гордон
Если MCI хочет еще денег, ладно.	mci хотеть деньги ладно
У нас они есть. Давайте дадим им их.	давать давать
AOL - не единственные с глубокими карманами.	aol единственный глубокий карман
Давайте опередим их.	давать опережать
Шеп, позвони им.	шеп позвонить
И, Джо, спасибо, что участвовал сегодня.	джо спасибо участвовать сегодня
Что это?	это
Loadstar.	loadstar
Это законченный браузер?	это законченный браузер
Ты просто держала его?	просто держать
Не было времени передать?	время передавать
Нет. Я закончила его прошлой ночью.	заканчивать прошлый ночь
Так это был, что, один день работы?	это день работа
Джо, я работала над ним несколько недель.	джо работать несколько неделя
Знаешь, тебе не обязательно было сидеть и ждать меня.	знать обязательный сидеть ждать
Если ты так спешил, то мог бы нанять	спешивать мочь нанимать
кого-нибудь другого, чтобы написать код.	кто-нибудь написать код
Ты не понимаешь. Ты была нужна мне.	понимать нужный
Нам было нужна твоя заинтересованность, но ее не было.	нужный твой заинтересованность
Мы опережали Mosaic почти на год,	опережать mosaic год
но мы все продули, и теперь…	продувать …
Если бы ты только была здесь, была доступна…	доступный …
Я не могла быть здесь. Таков был уговор.	мочь таков уговор
И это был суровый для меня уговор.	это суровый уговор
И я сожалею.	сожалеть
Сожалею, что 5 000 миль было недостаточно.	сожалеть 5 000 миля недостаточно
О чем речь?	речь
Послушай, я сделала его лучше, чем он того заслуживал,	послушать сделать заслуживать
и я сделала это, когда у меня куча своих дел.	сделать это куча свой дело
Ах да, твоя игра.	ах твой игра
Уверен это было трудно - тебя финансируют, рекламируют, балуют.	уверенный это трудно финансировать рекламировать баловать
Я занимался этим в одиночестве,	заниматься это одиночество
три года работал один.	год работать
Ты хочешь поговорить о том, о чем мы действительно говорим?	хотеть поговорить действительно говорить
Если бы мы работали над этим…	работать это …
вместе…	вместе …
это могло бы стать чем-то удивительным.	это мочь становиться что-то удивительный
Что ты хочешь, чтобы я сделала?	хотеть сделать
Ничего.	
Слишком поздно.	слишком поздно
И мне нужно вернуться к работе, так что…	нужно вернуться работа …
Знаешь, как все растет...	знать расти ...
довольно скоро у тебя закончатся все стикеры.	довольно скоро заканчиваться весь стикер
Скажи Орегону, что у них недостаточно большой рынок	сказать орегон недостаточно большой рынок
для вложений в цифрового подписчика.	вложение цифровой подписчик
Приступим.	приступать
Прежде всего, позвольте сказать,	прежде позволять сказать
от имени всей экспертной группы Rover,	имя весь экспертный группа rover
мы очень рады снова видеть вас.	очень рад снова видеть
Мы почти прошли бета-фазу.	проходить бета фаза
Нас уже запустили в трех медицинских вузах,	запускать медицинский вуз
c запросами еще на два.	c запрос
На чуть более отрезвляющей ноте,	отрезвлять нота
мы прошли через наш отборочный круг	проходить наш отборочный круг
чуточку быстрее, чем ожидалось и теперь…	чуточку быстро ожидаться …
Теперь вам нужны еще деньги.	нужный деньги
Ну, да.	
Либо это, либо мы уволим несколько человек...	либо это либо увольнять несколько человек ...
в основном интернов.	основной интерн
Но это все еще корпоративное ПО,	это корпоративный
в настоящее время B2B сосредоточен только на медицинских записях.	настоящий время b2b сосредотачивать медицинский запись
Да, через двоичные запросы в пул данных,	двоичный запрос пул данные
но мы совершенствуем сравнения, чтобы сделать вещи более универсальными.	совершенствовать сравнение сделать вещь универсальный
Хорошо, я перейду сразу к сути.	переходить сразу суть
Я дала вам достаточно средств для программы медицинской базы данных.	давать достаточно средство программа медицинский база данные
Если хотите еще денег, мне нужна идея посерьезнее.	хотеть деньги нужный идея серьезно
Поговорим еще раз через 24 часа.	поговорить 24 час
Это очень резкий поворот.	это очень резкий поворот
Да. Так и есть.	
Гордон.	гордон
Постой, постой.	постой постой
В чем дело?	дело
У меня кое-что есть.	кое-что
Мы все еще можем быть дверью.	мочь дверь
Может быть, это не браузер. На самом деле, и не должен быть.	мочь это браузер самый дело должный
Мы построим веб-сайт, доступный	построить веб сайт доступный
из любого браузера.	любой браузер
Как… Как веб-сайт всех веб-сайтов,	… веб сайт весь веб сайт
указатель всего, как каталог.	указатель каталог
Что, как Желтые Страницы?	желтый страница
Да, но еще больше.	
Я еще не все обдумал, но…	обдумывать …
Послушай, Джо.	послушать джо
Джо, позволь тебя остановить.	джо позволять останавливать
Я думал ты вернулся в дело,	думать вернуться дело
наше дело, это дело.	наш дело дело
Когда ты очнешься?	очнуться
Что?	
Ты спишь на ходу.	спать ход
Я хочу сказать, какого черта была эта вечеринка, Гордон?	хотеть сказать черт вечеринка гордон
Я хотел отпраздновать наш успех.	хотеть отпраздновать наш успех
Ты пытаешься убедить себя,	пытаться убеждать
что остановиться - это нормально, тогда как каждая клеточка твоего существа	останавливаться это нормально каждый клеточка твой существо
говорит тебе продолжать.	говорить продолжать
