cleaned_text	lemm_text
Спасибо.	спасибо
Привет.	привет
А, вот ты где. За нами скоро придут.	а где за мы скоро прийти
Здесь так чудесно!	здесь чудесно
Сегодня будет игра на повышение. Советую много не покупать.	сегодня игра повышение советовать покупать
Мне не нравится поведение русских. Да еще такая жара.	я нравиться поведение русский да такой жара
- К отпускам люди сбрасывают акции. - Тебе жарко?	к отпуск человек сбрасывать акция ты жарко
Мило. Похоже на электробритву.	мило похоже электробритва
Я не могу появиться с этим на людях. Отдай это Дино - ему больше подойдет.	я мочь появиться это человек отдать это дино подойти
Эрколи!	эрколя
- Добрый день. - Добрый.	добрый день добрый
Вот, пожалуйста, этот номер.	вот пожалуйста номер
Росси!	росся
Росси!	росся
Я здесь.	я здесь
- Тысяча акций «Финсидера» по 1520. - Хорошо.	тысяча акция «финсидера» 1520 хорошо
Делфино!	делфиный
Делфино!	делфиный
Я продал 500 акций «Вискозы» по 840.	я продать 500 акция «вискозы» 840
- Молодец, продолжай. - Я займусь «Фиатом».	молодец продолжать я заняться «фиатом»
- Мальчики, кто пойдет со мной? - На шлюху ты не тянешь.	мальчик пойти я на шлюха тянуть
Я купил 300 «Аника» по 67.	я купить 300 «аника» 67
Фосколо!	фосколо
Да?	да
Куплю 500 «Вискозы» по 215.	купить 500 «вискозы» 215
- По 225! - Я сбил цену.	по 225 я сбить цена
- Как поступим? - Поделим разницу.	как поступить поделить разница
Внимание!	внимание
«Медиобанка» - 35 тысяч 700.	«медиобанка» 35 тысяча 700
Флоренцию.	флоренция
Да.	да
Слушаю.	слушать
«Медиобанка» - 35 тысяч 700. Может, купить пару сотен?	«медиобанка» 35 тысяча 700 мочь купить пара сотня
Дино!	дино
«Чентрале» - 25.	«чентрале» 25
«Чентрале» - 22 тысячи!	«чентрале» 22 тысяча
Почем «Вискоза» в Милане?	почём «вискоза» милан
Да.	да
- «Ла Стет» - 4 тысячи 600. Пока. - Это Лукка.	«ла стет» 4 тысяча 600 пока это лукка
Слушаю. Снижение по «Медиобанка» - 700, «Чентрале» - 600,	слушать снижение «медиобанка» 700 «чентрале» 600
«Ла Стет» - 4600. Да!	«ла стет» 4600 да
- Вита, вита! - «Фиат»! «Медиобанка»!	вит вит «фиат» «медиобанка»
- Сколько?	сколько
 Три!	три
Все, по «Медиобанка» больше ничего нет, опоздали.	весь «медиобанка» нет опоздать
На проводе Милан!	на провод милан
Милан.	милан
- Здравствуйте, синьора. - Сегодня здесь плохо пахнет.	здравствовать синьор сегодня плохо пахнуть
Не помешал бы освежитель воздуха.	не помешать освежитель воздух
40 тысяч 200! Отлично!	40 тысяча 200 отлично
Позвольте.	позволить
- Есть хорошие новости? - Да, но я держу их при себе.	есть хороший новость да дерзить себя
Ведь говорят, что женщины приносят несчастье.	ведь говорят женщина приносить несчастие
Ну, как дела?	ну дело
Для меня - не очень: те акции, что я продал, сегодня подскочили.	для очень тот акция продать сегодня подскочить
Не переживай, я принесла соль на удачу.	не переживать принести соль удача
Вечно эти цифры скачут, как бешеные. Ты что-нибудь продала?	вечно цифра скакать бешеный ты чтонибыть продать
- Да, немного акций Марелли. - Такая духота! Я всю ночь не спала,	да немного акция марелли такой духота я ночь спасть
могла только раскладывать пасьянс.	мочь раскладывать пасьянс
Слушай, Марко, «Звилуппо» по 4060.	слушай маркий «звилуппо» 4060
- Беру 2000 акций «Фиата» по 500. - Послушай!	брать 2000 акция «фиата» 500 послушать
Даю менеджера.	давать менеджер
Да.	да
Да, я немного продал.	да немного продать
А рынок вялый, цены падают.	а рынок вялый цена падать
Сенатор ничего не передавал?	сенатор передавать
Что?	что
Видишь, как поднялась «Румианка».	видеть подняться «румианка»
Наверно, они выпустили новое мыло для биде.	наверно выпустить новое мыло биде
- Пьеро! - Что?	пьеро что
Да, слушаю.	да слушать
Да.	да
Что?	что
Дино!	дино
Дино!	дино
Скорее!	скорее
«Пирелли» в Милане упали на 1 00 пунктов.	«пирелли» милан упасть 1 00 пункт
- Звони в Милан, узнай что-нибудь. - «Пирелли» - 10500.	звонить милан узнать чтонибыть «пирелли» 10500
Продаю!	продавать
Да, продаю!	да продавать
Закрыли на 9 тысяч 700.	закрыть 9 тысяча 700
Это конец.	это конец
- Что мне делать? Продавать? - Успокойтесь, все нормально.	что делать продавать успокоиться нормальный
Не слушайте его, делайте наоборот. Они привыкли выезжать на нас.	не слушать он делать наоборот они привыкнуть выезжать мы
- Что она сказала? - Она ненормальная.	что сказать она ненормальный
- Ну, что, ты продаешь? - Пока рано.	ну что продавать пока рано
- Я больше не могу. - «Медиобанка» - 10800.	я мочь «медиобанка» 10800
«Фиат» - 35.	«фиат» 35
Это сумасшествие!	это сумасшествие
- Что же делать? - Не знаю!	что делать не знать
Говорил тебе, много не покупай. Все, хватит! Если устал, выпей кофе.	говорить ты покупать весь хватить если устать выпить кофе
- Дозвонился до Милана? - Нет.	дозвониться милан нет
Да.	да
Синьорина, дайте Милан, или я обзову вас дурой!	синьорина дать милан обозвать дура
Я! Я! Я!	я я я
Две тысячи! Даю две тысячи!	два тысяча давать два тысяча
«Дженерали» - 660.	«дженерали» 660
«Фиат»! «Фиат»! Покупаю акции «Фиата»!	«фиат» «фиат» покупать акция «фиата»
Что? По 70? Продавай, продавай, денег больше нет.	что по 70 продавать продавать деньга нет
Не настаивай, тут их не продают.	не настаивать продавать
Будем все продавать?	быть продавать
Вызови Зеннаро, 72-65. Если продавать, цена совсем упадет.	вызвать зеннарый 7265 если продавать цена упасть
- Надо продать их в Турине, в Генуе! - Сейчас везде так же.	надо продать турин генуя сейчас везде же
Подойди.	подойти
Слушаю.	слушать
По чем?	по чем
По 10500? Сейчас они стоят 7300.	по 10500 сейчас стоять 7300
Хочешь покрыть убытки?	хотеть покрыть убыток
Ладно, я покрою тебе 200 пунктов.	ладный покрой ты 200 пункт
Устраивает? Ты просто грабитель!	устраивать ты просто грабитель
Катастрофа! Даже «Франкфурт» распродают!	катастрофа даже «франкфурт» распродавать
- С него-то все и началось. - Что, синьора?	с неготь начаться что синьор
Вечно этот «Франкфурт». Это все - они, всегда они!	вечно «франкфурт» это они они
- Это социалисты во всем виноваты! - Какие еще социалисты? Джаннини!	это социалист весь виноватый какой социалист джанниня
Я собирался тебе звонить. Что, покроем разницу или продаем?	я собираться ты звонить что покрой разница продавать
Я не хочу увеличивать убытки. Выбери среднюю тактику.	я хотеть увеличивать убыток выбрать средний тактика
- Хорошо. - Говорят о неких займах.	хорошо говорят некий заём
Да, 300 миллиардов в долгосрочных облигациях.	да 300 миллиард долгосрочный облигация
- Откуда ты знаешь? - Да, так.	откуда знаешь да так
Я тебя видел вчера. Красивая девушка.	я видеть вчера красивый девушка
Забудь о ней. Приударь лучше вон за той.	забыть она приударить вон тот
- Воры! Воры! - Эксплуататоры!	вор вор эксплуататор
Это настоящий заговор! Эксплуататоры!	это настоящий заговор эксплуататор
- Воры! Бандиты! - Негодяи! Эксплуататоры!	вор бандит негодяй эксплуататор
Бандиты!	бандит
Так их!	так они
- Синьора, вы обронили блокнот. - Не обронила, а бросила!	синьор обронить блокнот не обронить бросить
- Даже целых два! - Смотри. Боже, какой ужас!	даже целое два смотреть бог ужас
Что случилось?	что случиться
Назад, назад, господа!	назад назад господин
- Наконец ты себя показал. Ты не рад? - Спекулянты! Мошенники!	наконец показать ты рад спекулянт мошенник
Иди, иди отсюда!	идти идти отсюда
Пьеро, не видел мою мать?	пьеро видеть мой мать
Бруно! Бруно! Бруно!	бруно бруно бруно
- Зачем ты сюда пришла? - Вставай, мама, пойдем.	зачем сюда пришлый вставать мама пойти
Куда пойдем?	куда пойти
Домой.	домой
- Чего ты ждешь? Что случится чудо? - Все рушится, а мне идти домой?	что ждать что случиться чудо весь рушиться идти домой
Все шло так замечательно. Кто теперь возместит мне убытки?	весь идти замечательный кто возместить убыток
Мне нужны миллионы! Кто мне их даст? Если бы ты осталась с Риккардо!	я нужный миллион кто дать если остаться риккардо
- Надо было думать хорошенько. - Мама!	надо думать хорошенько мама
- На бирже всегда так, это нормально. - Нет, это ненормально!	на биржа так это нормальный нет это ненормально
Кто-то всегда тянет за веревочки! Это политика.	ктоть тянуть верёвочка это политика
Пусть так. Но я не хочу видеть тебя в таком состоянии!	пусть так но хотеть видеть такой состояние
Вы идете, синьора? Эта история с левыми...	вы идти синьор этот история левый
Это так серьезно? Это поправимо?	это серьёзно это поправимый
Были бы деньги, все можно исправить. Особенно здесь.	быть деньга исправить особенно здесь
- Но для многих это катастрофа. - А для моей мамы?	но многий это катастрофа а мой мама
Не знаю. Она, наверное, потеряла миллионов 1 0.	не знать она наверное потерять миллион 1 0
Это много, но подумай о миллиардах, которые сегодня потеряли все итальянцы.	это много подумать миллиард который сегодня потерять итальянец
Видишь того человека? Он потерял 50 миллионов лир.	видеть человек он потерять 50 миллион лира
Дайте успокоительное.	дать успокоительный
- Что закажете? - Минеральную воду.	что заказать минеральный вода
Ваша вода.	ваш вод
- Я же говорил вам много не покупать. - Я всегда работаю с гарантией.	я говорить покупать я работать гарантия
Все равно осторожней. Все расходы должны покрыть клиенты.	весь равно осторожный весь расход должный покрыть клиент
Лимонад.	лимонад
Льда не надо.	лёд надо
Что-нибудь выпьешь?	чтонибыть выпить
Да, спасибо.	да спасибо
Извини.	извинить
Один жетон.	один жетон
Здесь очередь, так что я с тобой прощаюсь. Пока!	здесь очередь ты прощаться пока
Охлажденный кофе.	охладить кофе
- Он нарисовал цветы. - Кто?	он нарисовать цвета кто
Человек, потерявший все деньги.	человек потерять деньга
Сегодня многим не повезло.	сегодня многий повезти
Неугомонный ты.	неугомонный ты
Мне что, стоять на месте?	я что стоять место
Пока.	пока
Интересно, куда денутся эти миллионы?	интересно деться миллион
- Никуда. - Выигравшие должны получить деньги.	никуда выиграть должный получить деньга
- Да. - Деньги проигравших.	да деньга проиграть
Все не так просто.	весь просто
Ну, если человек проигрывает, куда идут деньги?	ну человек проигрывать идти деньга
Не понимаю, почему не упали акции «Мартиненьо»?	не понимать почему упасть акция «мартиненьо»
Объем торгов по ним был маленький.	объесть торг маленький
- Ну ладно, пока. - Я тебя провожу. Куда ты?	ну ладный пока я провозить куда ты
К матери. Она-то не станет рисовать цветочки.	к матерь онато стать рисовать цветочек
- Держи. - Спасибо.	держать спасибо
- Куртку не желаете? - Возьми в подарок.	куртка желать взять подарок
- У меня уже есть.	у есть
 Нам не нужно.	мы нужно
Никогда этого не понимала.	никогда понимать
Мой отец для нее давно уже ничего не значит.	мой отец давно значит
После его смерти все пошло наперекосяк.	после смерть пошло наперекосяк
Он был таким сильным.	он такой сильный
Но я его не помню, - я была слишком мала.	но помнить слишком маленький
Вот чего больше всего на свете боится моя мать - нищеты.	вот свет бояться мать нищета
Ее все боятся.	она бояться
Я об этом не задумываюсь.	я задумываться
И не мечтаю разбогатеть.	и мечтать разбогатеть
- Твоя комната? - Да.	твой комната да
Как же я изменилась.	как измениться
Смотри! Не знаю, как я здесь умещалась?	смотреть не знать умещаться
- Ты была меньше ростом. - Мама говорит, в 1 5 лет	ты маленький рост мама говорить 1 5 год
я была очень высокой, гораздо выше, чем сейчас.	очень высокий гораздо выше сейчас
А, ты здесь.	а здесь
Я дам тебе как поручительство что-нибудь из драгоценностей.	я дать ты поручительство чтонибыть драгоценность
- Вы кушали? - Да. Спасибо.	вы кушать да спасибо
Пойду себе что-нибудь приготовлю.	пойти чтонибыть приготовить
Послушай, мы можем как-нибудь быстро исправить ситуацию?	послушать мочь какнибыть быстро исправить ситуация
«Ассикуратриче» - 91 тысяча 270.	«ассикуратриче» 91 тысяча 270
«Рас»...	«рас»
Акции Эдисона меня всегда выручали. Может, продать их?	акция эдисон выручать мочь продать они
По радио передают котировки.	по радио передавать котировка
- Ты слушаешь радио? - Ничего хорошего.	ты слушать радио ничто хороший
Они говорят о...	они говорят о
«Бриоши» - 10 тысяч 300.	«бриоши» 10 тысяча 300
Сообщи клиентам о положении дел. Начни с самых крупных.	сообщить клиент положение дело начать самый крупный
Не забывайте, биржевые котировки отражают	не забывать биржевой котировка отражать
экономическую ситуацию в стране.	экономический ситуация страна
Ликвидность акций по-прежнему высокая. Нам помогают другие страны.	ликвидность акция попрежний высокий мы помогать другой страна
- Швейцария покупает. - Она всегда покупает.	швейцария покупать она покупать
Важно, чтобы кто-то покупал.	важный ктоть покупать
Банк Италии дает отсрочку возврата ссуд - тем, кто особенно сильно пострадал.	банк италия давать отсрочка возврат ссуда тем особенно сильно пострадать
Министерство экономики найдет решение.	министерство экономика найти решение
- Неприятная ситуация. - Да.	неприятный ситуация да
- Что с Тонини? - Я послал телеграмму.	что тониня я послать телеграмма
- Куда? - В Ричьоне. Там ему передадут.	куда в ричьон там передать
Ты позволяешь клиентам уезжать, не дав нового адреса?	ты позволять клиент уезжать дать новое адрес
- Они уезжают, не спрашивая у меня. - Он нам должен 4 миллиона лир!	они уезжать спрашивать я он мы должный 4 миллион лира
Не понимаю: ты смышленый, умный, опытный человек, и допускаешь такое!	не понимать смышлёный умный опытный человек допускать такой
Франко, принеси мне эти записи!	франко принести запись
