cleaned_text	lemm_text
Это по определению, дерьмо.	это определение дерьмо
Я сделала тебе кофе.	я сделать ты кофе
Это немного поможет смирится тебе с мировой несправедливостью.	это немного помочь смириться ты мировой несправедливость
Спасибо. Но это лишь первый вклад.	спасибо но это лишь один вклад
Чувствую себя почти человеком.	чувствовать человек
Я тоже.	я тоже
Тук, тук.	тук тук
Эй ребята. Поехали прокатимся, знаток.	эй ребята поехать прокатиться знаток
Спасибо, детка. Слушай, я вынужден взять отгул.	спасибо детка слушай вынужденный взять отгул
Плохо себя чуствую.	плохо чуствовать
Сегодня же зарплата. Хочешь занесу твой чек?	сегодня зарплата хотеть занести твой чек
Да. Ты лучшая, Макси.	да ты хороший макси
Давай, собирайся. Ты опаздаешь в школу.	давать собираться ты опаздавать школа
- Еще три укуса. - Два.	ещё укус два
Но больших.	но больший
Поговаривали, что одна ядерная бомба может испортить весь день.	поговаривать один ядерный бомба испортить весь день
Это казалось шуткой, пока однажды утром придурки террористы не разбудили нас	это казалось шутка пока однажды утром придурок террорист разбудить
электромагнитным импульсом с высоты 80 миль.	электромагнитный импульс высота 80 миля
Люди теперь вспоминают, как все было до Импульса.	человек вспоминать импульс
Молочные реки, кисельные берега, бла бла бла бла	молочный река кисельный берег бла бла бла бла
изобилие еды и работы, одним словом, полный порядок.	изобилие еда работа один слово полный порядок
Я была слишком молода, чтобы помнить.	я слишком молодой помнить
Чего я не могу понять, так это, почему сегодняшный день они называют Депрессией.	что мочь понять это почему сегодняшный день называть депрессия
Так сказать, полной разрухой.	так сказать полный разруха
Не похоже, что у всех эта самая депрессия.	не похоже этот самый депрессия
Жизнь продолжается.	жизнь продолжаться
Курьер Джем Пони.	курьер джема пони
Удачного дня.	удачный день
- Так значит ты просто ушел? - Некому же было расписаться.	так значит просто уйти некого расписаться
Что брату оставалось делать? Кататся вокруг весь день с долбаным пакетом?	что брат оставаться делать катиться вокруг весь день долбаным пакет
И ты решил вернуть его отправителю. Или, в данном случае, жене отправителя.	и решить вернуть отправитель или дать случай жена отправитель
Как сказал пророк, только неверные мужья	как сказать пророк неверный муж
посылают дорогие подарки другим женщинам.	посылать дорогой подарок другой женщина
Это не твое дело. Не наше дело. Даже не мое.	это твой дело не наш дело даже мой
Конечно. Это касается только господа.	конечно это касаться господин
Но, в данном случае, я был инструментом высших сил.	но дать случай инструмент высокий сила
Хорошо, но здесь, я - высшая сила. Понял?	хорошо здесь высокий сила понять
Прежде чем что-либо делать, позвони за инструкциями.	прежде чтолибо делать позвонить инструкция
Вот. Это срочно. Проваливай. Болван.	вот это срочно проваливать болван
Немного опоздала.	немного опоздать
- Я была на связи. - Да, но я хочу, чтобы ты была на связи здесь.	я связь да хотеть связь здесь
А что, если я была на задании?	а что задание
Больше похоже что ты была в постели. Спала.	большой похоже постель спасть
Я не сплю.	я спать
- Тео попросил меня забрать его конверт. - А он не может забрать свой чек потому-что...?	тео попросить забрать конверт а забрать свой чек потомучто
- Он болен. - Ах. Ну, да, для разнообразия.	он больной ах ну да разнообразие
Скажи Тео, если он не придет завтра, пусть ищет себе новую работу.	сказать тео прийти завтра пусть искать новый работа
Не знаю как тебе это вдолбить, Нормал. Мы все ищем другую работу.	не знать ты это вдолбить нормаленький мы искать другой работа
Доброе утро, солнышко.	добрый утро солнышко
Поймала сукиного сына, пытавшегося стырить мой велик.	поймать сукин сын пытаться стырить велик
Использовал домкрат, чтобы сломать замок, и погнул мне все спицы.	использовать домкрат сломать замок погнуть спица
- Теперь мне нужно чинить колеса. - По крайней мере он на нем не свалил.	теперь нужно чинить колесо по крайний мера немой свалить
Верно. Но я сломала ноготь, колотя его по тупой башке.	верно но сломать ноготь колотить тупой башка
И это испортило весь день. Понимаешь, о чем я?	и это испортить весь день понимать я
Ну, почему я не могу найти себе такую подругу? Приносит ему ланч каждый день. Какая милашка.	ну почему мочь найти такой подруга приносить ланч каждый день какой милашка
- Ноги отсюда до туда. - Прямые.	нога отсюда туда прямая
Стыдно, тратить такую девченку на парней.	стыдно тратить такой девчёнка парный
Привет, Скетчи.	привет скетч
Домашние. Натали испекла их на наш юбилей.	домашний натали испечь наш юбилей
- На большой ох. - На большой ох?	на большой ох на большой ох
Наше первое свидание состоялось 10 месяцев назад.	наш первое свидание состояться 10 месяц назад
Поздравляю. -..третий день продолжается голодный бунт.	поздравлять три день продолжаться голодный бунт
"Не пытайтесь изменить настройки. - Глякь-ка... ""ОКО""."	не пытаться изменить настройка глякька око
Это очередной выпуск Потока свободы. Ваш кабель взломан на 60 секунд.	это очередной выпуск поток свобода ваш кабель взломать 60 секунда
Его нельзя отследить, его нельзя оборвать, и это единственный голос свободы в городе.	он отследить оборвать это единственный голос свобода город
Есть некоторые люди, которые чуствуют свою безнаказанность.	есть некоторый человек который чуствуют безнаказанность
Их действия, насколько бы ни были низкими, не наказуемы.	они действие насколько низкий наказуемый
Эдгар Сонриса такой человек. Вы видели его, улыбающегося политика, собирающего деньги.	эдгар сонрис человек вы видеть он улыбаться политика собирать деньга
В ваше свободное время, люди! Здесь надо работать!	в ваш свободный время человек здесь работать
Он вледелец торговых центров, и крупнейшей компании по производству лекарств на северо-западе.	он вледелец торговый центр крупный компания производство лекарство северозапад
А также, он продает наркотики и оружие на всем западном побережье.	а также продавать наркотик оружие весь западный побережье
- А он крут. - Он очень открытый, очень заметный, грязный.	а крутой он очень открытый очень заметный грязный
- Нет, ошибаешься. - Он в чем-то не прав?	нет ошибаться он чемтый право
- Он такой же игрок, как и все остальные. - Это не значит, что он не говорит правду.	он игрок остальной это значит говорить правда
Журналисты которые пытались разоблачить его, застрелены.	журналист который пытаться разоблачить он застрелить
Их кровь - это чернила, которыми пишутся современные новости.	они кровь это чернила который писаться современный новость
Те кто противостоят ему - исчезают.	тот противостоять исчезать
Все это должно изменится.	весь это должный измениться
Куда прешь!	куда переть
- Увидимся. - Твоя очередь покупать обед.	увидеться твой очередь покупать обед
Полагаю раньше здесь был финансовый центр.	полагать ранний финансовый центр
Америка думала, что стоит только позвонить, и деньги выпадут из бочки.	америка думать стоить позвонить деньга выпасть бочка
Но это была всего лишь куча нулей и единиц в компьютерной памяти.	но это лишь куча нуль единица компьютерный память
И когда взорвалась бомба	и взорваться бомба
и электромагнитный импульс превратил все нули и единицы в просто нули,	электромагнитный импульс превратить нуль единица просто нуль
всё обернулось тупиком. Америка всего лишь еще одна экс-супер держава,	весь обернуться тупик америка лишь один экссупер держава
"ищущая подояние и задающаяся вопросом ""почему""."	ищущий подояние задаваться вопрос почему
Нужна подпись.	нужный подпись
Один момент.	один момент
Ты не поверишь Нэтти. У меня позднее задание.	ты поверить нэтти у поздний задание
И я не успею приготовить обед.	и успеть приготовить обед
"Я знаю что это ""большой ох""."	я знать это большой ох
Нет. Дорогая, я умолял. Я просил, я злился, я жаловался.	нет дорогой умолять я просить злиться жаловаться
Но я должен сделать, то что должен.	но должный сделать должный
Ну, сделай что-нибудь особенное.	ну сделать чтонибыть особенный
Я обещаю.	я обещать
Я тоже тебя люблю, мышеловочка.	я любить мышеловочка
Целую.	целовать
Извини, я опоздал.	извинить опоздать
Хочешь разбогатеть, слушай сучку.	хотеть разбогатеть слушай сучка
Дайте мамочке денег. И я сделаю вашу жизнь лучше.	дать мамочка деньга и сделать ваш жизнь хороший
Это прикосновение будет стоить твоей крови. Истиная Синди такого себе даже представить не могла.	это прикосновение стоить твой кровь истиный синди такой представить мочь
Ты ставишь?	ты ставить
- Кто еще участвует? - А о чем спор?	кто участвовать а спорый
Девченка может повторить 14-и значный номер, слушая его звуковой тон.	девчёнка повторить 14и значный номер слушать звуковой тон
- И что? - На быстром наборе.	и что на быстрый набор
Ставка десятка.	ставка десятка
Последний шанс.	последний шанс
Ок. Сделаем это.	ок сделать это
Верно.	верно
Как ты это делаешь?	как это делать
Я выпил бы пива, если угостишь.	я выпить пиво угостить
Не угощу.	не угостить
- Как поживаешь, Макс? - Ты имеешь ввиду с тех пор как ты показался?	как поживать макс ты иметь ввиду тот пора показаться
- Ты еще злищься? - Потому что ты увел ее подругу.	ты злищиться потому увести подруга
- Кто бы не злился после такого? - Знаешь почему я ушел после Джастин?	кто злиться такой знаешь почему уйти джастин
- Так это была она? - Пытаться построить с тобой отношения	так это она пытаться построить ты отношение
это как быть в густом тумане. Ты посреди пустоты,	это густой туман ты посреди пустота
и абсолютно не имеешь понятия, где.	абсолютно иметь понятие где
А когда туман рассеялся, обнаружился Дэррен, с головой под юбкой Джастин.	а туман рассеяться обнаружиться дэррен голова юбка джастин
Оставь нас на минуту.	оставить минута
Я был без ума от тебя, но ты всех держишь на расстоянии	я ум ты держать расстояние
как будто в твоей душе происходит что-то, и...	твой душа происходить чтоть и
чем больше я пытался к тебе приблизиться тем сильнее ты меня отталкивала.	пытаться ты приблизиться сильный отталкивать
Я рада что у нас состоялась эта беседа.	я рада состояться этот беседа
Ты прав. Я злилась на тебя.	ты право я злиться ты
Когда ты сказал об этом, пелена спала с моих глаз.	когда сказать это пелена спасть мой глаз
И я теперь понимаю...	и понимать
во всем виновата я.	весь виноватый я
Ты сможешь меня простить?	ты смочь простить
Я вижу, твой оборонительный периметр все еще функционирует идеально.	я видеть твой оборонительный периметр функционировать идеально
Но я хотя бы попытался.	но хотя попытаться
Он изгадил все и всех вокруг, а потом просит: Мамочка, прости!	он изгадить вокруг просить мамочка простить
Скажи честно. Я похожа на мутную особу?	сказать честно я похожий мутный особа
Он пытался упрекнуть тебя потому что сам потоскун.	он пытаться упрекнуть потоскун
- Да. - О, да.	да о да
В том что сказал этот идиот, нет ни грама правды.	в сказать идиот грам правда
Ты очень привлекательная женщина, и настоящая подруга.	ты очень привлекательный женщина настоящий подруга
- Просто ты немного... - Мутная.	просто немного мутный
Ну, более чем таинственная.	ну таинственный
Что не плохо.	что плохо
Это просто таинственно.	это просто таинственно
- Мне пора. - Куда?	я пора куда
Это тайна.	это тайна
Сколько раз я тебе говорил? Ты вредишь бизнесу устраивая здесь такой шум.	сколько ты говорить ты вредить бизнес устраивать шум
- Это ломает изысканность атмосферы? - У тебя панковские манеры, детка.	это ломать изысканность атмосфера у панковский манера детка
Меня зовут не детка, а клиент - это тот кто оплачивает твою состоятельную жизнь.	я звать детка клиент это оплачивать твой состоятельный жизнь
У тебя есть что-то для меня или нет?	у чтоть нет
Да. Где-то здесь.	да гдеть здесь
Давай посмотрим.	давать посмотреть
Мм. Есть подвижки с машиной.	мм есть подвижка машина
Это Тахо 2003-го, голубой,	это тахо 2003го голуба
Вайомингские номера, AGT349.	вайомингский номер agt349
Это было не просто. Ты мне не дала ни единой цифры.	это просто ты дать единый цифра
Мне жаль. Мне было тогда 9.	я жаль я 9
Кто этот парень? Это не тот кого мы ищем. Там была женщина и ее звали Ханна.	кто парень это кто искать там женщина звать ханна
Он приобрел машину на рынке за старый пикап и еду.	он приобрести машина рынок старый пикап еда
Нет никаких накладных продажи, ничего.	нет никакой накладный продажа ничто
Это было как-раз после импульса, так что все записи транспортного отдела были стерты.	это какраз импульс запись транспортный отдел стёртый
Но я нашел этого парня. Шесть часов на телефоне. Скажи спасибо.	но найти парень шесть часы телефон сказать спасибо
- Спасибо. - Он не вспомнил ее имени,	спасибо он вспомнить имя
но она точно соответствует твоему описанию.	точно соответствовать твой описание
Залазь.	залазить
Бытрее. Давай.	бытрей давать
Она совершила сделку в Жилетте, Вайоминг, осенью 2009-го.	она совершить сделка жилетта вайоминг осень 2009го
- Но ничего о Ханне? - Ядерный взрыв	но ханне ядерный взрыв
стер все компьютерные записи к востоку от Скалистых гор,	стереть компьютерный запись восток скалистый гора
и ты хочешь чтобы я нашел женщину с которой ты встретилась в 9 лет.	хотеть найти женщина который встретиться 9 год
Может ты дашь мне что-то еще на нее, какие нибудь детали.	мочь дать чтоть нея какой деталь
Что угодно.	что угодный
Она была милой.	она мила
- Да. Это много. - Мне кажется она была медсестрой.	да это много я кажется медсестра
Кажется должно быть что-то вроде реестра медсестер или мед. техников Вайоминга.	кажется должный чтоть вроде реестр медсестра мёд техник вайоминг
Фамилия могла бы помочь.	фамилия мочь помочь
Что насчет дргуих детей?	что насчёт дргуий ребёнок
У маня нет поисковой машины для детей со штрихкодами на шее.	у маня поисковый машина ребёнок штрихкод шея
Ты должен был пройтись по полицейским базам данных в поисках примет.	ты должный пройтись полицейский база дать поиск принять
Ничего среди арестов, больничных приемов, убийств...	ничто среди арест больничный приём убийство
Этот тип поиска... Это тяжелая кропотливая работа.	этот тип поиск это тяжёлый кропотливый работа
- Мне нужно... - Больше денег?	я нужно большой деньга
Я в шоке от того что слышу это.	я шок слышать это
Не пытайтесь изменить настройки. Это очередной выпуск Потока свободы.	не пытаться изменить настройка это очередной выпуск поток свобода
"""ОКО"" нельзя купить или запугать,"	око купить запугать
"через информационную сеть ""ОКА"", звучит голос правды."	информационный сеть око звучать голос правда
Наши свидетельства скоро приведут к обвинению Эдгара Сонриса	наш свидетельство скоро привести обвинение эдгар сонрис
во множестве убийств. Препарат кортодиазапин дорог,	множество убийство препарат кортодиазапина дорога
поставки малы, а многие ищут его, для лечения рака.	поставка маленький многие искать он лечение рак
И это единственное средство от синдрома балканской войны,	и это единственный средство синдром балканский война
иначе смертельный исход.	иначе смертельный исход
Но это не останавливает рост состояния Эдгара Сонриса,	но это останавливать рост состояние эдгар сонрис
который продает препарат лишь тем немногим, кто в состоянии заплатить любую цену.	который продавать препарат лишь немногий состояние заплатить любой цена
Сонриса заменяет груз на сахарные таблетки,	сонрис заменять груз сахарный таблетка
и продает настоящий кортодиазапин на черном рынке по $2,000 за флакон,	продавать настоящий кортодиазапина чёрный рынок 2000 флакон
А тем временем беззащитные ветераны биологической войны остаются больными.	а время беззащитный ветеран биологический война оставаться больной
Они отдали долг, защищая свою страну	они отдать долг защищать страна
а их бросили на медленную и мучительную смерть.	бросить медленный мучительный смерть
Я тебя не трону.	я трон
Извини.	извинить
Положи это. Сейчас же.	положить это сейчас же
Лорен? Ты и Софи в порядке?	лорен ты софи порядок
Да. Мы в порядке.	да мы порядок
- Питер! - Если ты тому куску мяса, то он в порядке.	питер если тот кусок мясо порядок
Дай ему несколько минут.	дать несколько минута
- Ты воровка? - Девчонки должны на что-то жить.	ты воровка девчонка должный чтоть жить
- Слава богу. - В первый раз такое слышу.	слава бог в один такой слышать
- Я ожидал кое-кого другого. - Думаю не разносчика пиццы.	я ожидать коёкий другой думать разносчик пицца
Мы сейчас немного напряжены.	мы немного напряжённый
У тебя хороший вкус. Франция, 1920-й.	у хороший вкус франция 1920ть
- Приписывается Читарусу. - Кто бы он ни был.	приписываться читаруса кто быть
О. Значит, он тебе понравился, потому что блестит?	о значит ты понравиться блестеть
Нет. Потому что это египетская богиня Баст.	нет потому это египетский богиня баста
Богиня, постигшая всех богинь, глаз Ра,	богиня постичь богиня глаз ра
защитник, мститель, разрушитель, даритель жизни, та кто живет вечно.	защитник мститель разрушитель даритель жизнь тот жить вечно
Назад, Питер. Служба безопасности в пути.	назад питер служба безопасность путь
Мне нравится беседовать о искусстве, но мне пора.	я нравиться беседовать искусство пора
Кстати, мне нравится ваше шоу.	кстати нравиться ваш шоу
Служба безопасности здания.	служба безопасность здание
Не стрелять.	не стрелять
Кендра, это мотоцикл.	кендра это мотоцикл
То, что позволяет, передвигаться быстро. Очень быстро.	то позволять передвигаться быстро очень быстро
А не веревка для сушки белья.	а верёвка сушка бельё
Не заблуждайся, я тебя люблю как подругу и соседку.	не заблуждаться любить подруга соседка
Но мотоцикл я люблю больше. Держись от него подальше, ладно?	но мотоцикл любить большой держаться далёкий ладный
- Дамы. - Доброе утро, Уолтер. В чем дело?	дама добрый утро уолтер в дело
О, я просто держу руку на пульсе ситуации с незаконными вселенцами.	о просто дерзить рука пульс ситуация незаконный вселенец
Кофе?	кофе
Читаешь мои мысли.	читать мой мысль
Слышали что-нибудь о вторгшихся поблизости?	слышать чтонибыть вторгнуться поблизости
Черт возьми. Нет.	черта взять нет
- Седьмой этаж пуст и безопасен. - Понял.	семь этаж пустой безопасный понять
Приятного дня.	приятный день
Да, что с тобой? Каждую неделю этот урод нас прессингует,	да ты каждый неделя урод прессинговать
но ты каждую неделю привечаешь его, как члена семьи.	каждый неделя привечать он член семья
Просто ему нравится кофе со слюной.	просто нравиться кофе слюна
- Ты же этого не делала? - Каждую неделю.	ты делать каждый неделя
Все нормально.	весь нормальный
Пока не забыла, зарплата Тео. Вчера вечером я пришла очень поздно.	пока забыть зарплата тео вчера вечером пришлый очень поздно
- Не хотела вас беспокоить. - Спасибо.	не хотеть беспокоить спасибо
- Как он себя чувствует? - Я снова отвела его в больницу.	как чувствовать я снова отвести больница
И дала ему еще лекарств.	и дать лекарство
- Он говорит - это не помогает. - Ты же знаешь, как это бывает.	он говорить это помогать ты знаешь это бывать
Мы с тобой тоже болеем, но жизнь продолжается.	мы ты болеть жизнь продолжаться
А едва парень подхватит насморк, наступает конец света.	а едва парень подхватить насморк наступать конец свет
Это ты, Макс?	это ты макс
Снова прогуливаешь?	снова прогуливать
Омар. Иди к маме.	омар идти мама
- Привет. - Привет.	привет привет
Давай, двигай.	давать двигать
Я знаю, что у меня, Макс.	я знать я макс
Они снова посадили меня на лекарство, которое давали другим ветеранам,	они снова посадить лекарство который давать другой ветеран
только вот тот парень, взламывающий кабель, сказал, что оно бесполезно.	парень взламывать кабель сказать оно бесполезный
- Не верь всему, что говорят по ТВ. - А что если он прав?	не верить весь говорят тв а право
Это просто болтовня ОКА,	это просто болтовня око
Он, скорее всего какой-нибудь чокнутый богатый чувак, сидящий в студии, скучающий идиот.	он скорее какойнибудь чокнутый богатый чувак сидеть студия скучать идиот
Сидит и толкает пугающее дерьмо простым людям, типа тебя и меня.	сидеть толкать пугать дерьмо простой человек тип я
- Мне пора. - Передавай всем привет.	я пора передавать весь привет
Сам им скажешь, когда завтра выйдешь на работу.	сам сказать завтра выйти работа
Как я и говорила, парни - слабый пол.	как говорить парень слабый половина
- Бинго. - Что нашел?	бинго что найти
Видео камер наблюдения соседнего здания.	видео камера наблюдение соседний здание
Вот как прошлой ночью к нам проник гость.	вот прошлый ночью мы проникнуть гость
Мы пытаемся найти преступника, или твою новую подружку?	мы пытаться найти преступник твой новый подружка
Когда меня так имеют, я вынужден этим заняться.	когда иметь вынужденный это заняться
- Эй, Скетчи. - Нам надо поговорить.	эй скетч мы поговорить
О чем?	о чем
Да так...	да так
- Ну что? - Мне нужна твоя помощь, Макс.	ну что я нужный твой помощь макс
Видишь ли, я встретил одного человека.	видеть ли встретить один человек
- Если ты обманываешь Натали, то не втягивай меня. - Я знаю, о чем ты подумала.	если обманывать натали втягивать я я знать подумать
Правда в том, что этого человека я не люблю.	правда тот человек любить
А на самом деле, после того что она сделала, она мне совсем не нравится.	а самый дело сделать нравиться
Таким образом, технически, я бы не назвал это обманом.	такой образ технически назвать это обман
Вы, парни, и вправду верите, что эти жалкие оправдания вас извиняют?	вы парень вправду верить жалкий оправдание извинять
Да.	да
Или думаете, мы так счастливы, обладая одним из вас, идиотов, что готовы на все закрыть глаза?	или думать счастливый обладать один вы идиот готовый закрыть глаз
Это снисходительно и высокомерно.	это снисходительно высокомерно
Жалкие? Оправдания? Снисходительно?	жалкий оправдание снисходительно
- Признаюсь, виновен. - Теряешь заносчивость.	признаться виновный терять заносчивость
- Но с другой стороны. - Ну, начинается.	но сторона ну начинаться
- Часть, в которой парни все переворачивают. - Я - жертва.	часть который парень переворачивать я жертва
- Правда? - Выслушай меня.	правда выслушать я
Эта женщина - клиент Джем Пони, которая вляпалась в брак не по любви.	этот женщина клиент джема пони который вляпаться брак любовь
- А ты сочувствующе слушал. - Именно.	а сочувствующий слушать именно
А потом сочувствующе говорил, а потом сочувствующе...	а сочувствующий говорить сочувствующий
Она потребовала, чтобы я порвал с Нат, или она сделает это сама, все ей рассказав.	она потребовать порвать нат сделать это сам рассказать
У нее есть имя?	у имя
- Лидия. - И Лидия все расскажет Натали	лидий и лидий рассказать натали
Что же делает тебя жертвой?	что делать жертва
Я ее игрушка.	я игрушка
А я не хочу для кого-нибудь быть игрушкой.	а хотеть когонибудь игрушка
Никогда.	никогда
Вот что я понял.	вот понять
А ты не пробовал сказать Натали правду?	а пробовать сказать натали правда
Шутишь? Даже если она меня не бросит,	шутить даже бросить
она больше никогда не будет мне верить.	верить
А почему она должна?	а почему должный
Слушай, Макс.	слушай макс
Я совершил ужасную ошибку, которую никогда, ни за что не повторю.	я совершить ужасный ошибка который никогда повторить
Мы с Натали родственные души. Мысль о том что я могу ее потерять, заставила меня понять.	мы натали родственный душа мысль мочь потерять заставить понять
Что ты хочешь от меня?	что хотеть я
Забирайте: Монтгомери 411 до Матер 85.	забирать монтгомери 411 матёрый 85
Хорошо.	хорошо
Я ищу работающую здесь молодую девушку.	я искать работать молодая девушка
Девушки есть везде.	девушка везде
Слушай приятель, она может и симпатичная, но проблематичная.	слушай приятель симпатичный проблематичный
- Поверь мне. - Эй, Нормал!	поверь я эй нормаленький
Срочно! Чапел 1298.	срочно чапеть 1298
- Мне нужно с ней поговорить. - Ни чем не могу помочь.	я нужно поговорить ни мочь помочь
Как насчет ее имени и адреса?	как насчёт имя адрес
Друзья не помогают друзьям обманывать. На самом деле, мне иногда жаль парней.	друг помогать друг обманывать на самый дело жаль парный
- Ну, пожалуйста. - Они пленники своих генов.	ну пожалуйста они пленник свой ген
Как и собаки.	как собака
Я посоветовала Скетчу бросить это.	я посоветовать скетч бросить это
Дай Натали понять, кто он есть на самом деле.	дать натали понять самый дело
Может после этого она вступит в клуб только для девушек.	мочь вступить клуб девушка
Это конечно же не в корыстных целях.	это корыстный цель
Парень заходит в бар и говорит...	парень заходить бар говорить
Мы не закончили нашу беседу прошлой ночью.	мы закончить наш беседа прошлый ночью
- Истинная Синди, познакомься с моим другом. - Логан Кейл.	истинный синди познакомиться мой друг логать кейл
Привет.	привет
- Извините за окно. - Мы может где-нибудь поговорить?	извинить окно мы гденибыть поговорить
Мне пора.	я пора
- Позвольте взять куртку. - Вашу куртку?	позволить взять куртка ваш куртка
Ага.	ага
- Как вы меня нашли? - Это было не сложно.	как найти это сложно
- Вопрос зачем. - Вы знаете, кто я и где живу.	вопрос зачем вы знаете жить
Я решил, что лучше знать с кем имеешь дело, если вдруг вы захотите мне навредить.	я решить знать кто иметь дело захотеть навредить
Что ж, вы меня выследили. И что думаете?	что ж выследить и думать
Слишком рано для выводов.	слишком рано вывод
Как может парень вроде мистера ОКО, быть женатым на том кто во всех списках?	как парень вроде мистер око женатый список
- Лорен мне не жена. - Любовница?	лорен жена любовница
Один из моих источников. Ее муж был убит человеком по имени Эдгар Сонриса.	один мой источник она муж убитый человек имя эдгар сонрис
Я поймала вас на взломе. Он что-то вроде собачки Сатаны.	я поймать взлом он чтоть вроде собачка сатана
Но в чем ваша выгода от всего этого?	но ваш выгода это
Слава подпольного пирата и кибержурналиста не приносит дохода.	слава подпольный пират кибержурналист приносить доход
Но мои друзья при деньгах.	но мой друг деньга
И что? Вы всего лишь звук своего голоса?	и что вы лишь звук свой голос
Посмотрите вокруг.	посмотреть вокруг
Все построено людьми, которые вставали рано утром, работали, чтобы сделать жизнь лучше.	весь построить человек который вставать рано утром работать сделать жизнь хороший
Потом случился Импульс. Они и моргнуть не успели,	потом случиться импульс они моргнуть успеть
как кучка бандитов завладела всем что у них было.	кучка бандит завладеть весь быть
Вдруг все, что должно было защищать людей, обернулось против них.	вдруг весь должный защищать человек обернуться против они
А вы пропустили старые добрые дни, когда бедные умирали, хотя не должны были,	а пропустить старое добрый день бедный умирать хотя должный быть
а богатые тратили неприлично большие деньги на украшение домиков своих кошек.	богатый тратить неприлично большой деньга украшение домик свой кошка
- Старые добрые дни? - У них был выбор. Сейчас выбора нет.	старое добрый день у выбор сейчас выбор нет
- И что вы собираетесь делать? - Что-нибудь.	и собираться делать чтонибыть
Лично мне, больше нравится гонять на мотоцикле,	лично я нравиться гонять мотоцикл
чем не биться с головной болью, с которой все равно ничего не сделать.	биться головной боль который равно сделать
Значит вы из тех кто делает только хуже.	значит тот делать худой
Урок социологии на сегодня закончен?	урок социология сегодня закончить
Вчера вы показали, что обладаете необычной силой.	вчера показать обладать необычный силой
Не хотите рассказать, как вы...?	не хотеть рассказать вы
Так мы решили, как все разрулить?	так решить разрулить
Ты наедешь на Лидию, когда она направится к тебе домой,	ты наехать лидий направиться ты домой
а я притворюсь Натали.	притвориться натали
- А где она, кстати? - В гостях у своей мамы.	а она кстати в гость свой мама
<i>Кто там?</i>	iкто тамi
<i>- Подруга вашего жениха. - Что вам нужно?</i>	i подруга ваш жених что нужноi
Хочу рассказать, где был Кэлвин прошлой ночью.	хотеть рассказать кэлвин прошлый ночью
- Кто вы? - Меня зовут Лидия.	кто вы я звать лидий
Похоже, у нас с вами есть кое-что общее.	похоже вы коечто общий
Вы сказали, что знаете, где был мой жених прошлой ночью.	вы сказать знаете жених прошлый ночью
Да.	да
Со мной.	с я
Где он бывал после работы, две, иногда три ночи в неделю.	где бывать работа два ночь неделя
У нас были, то, что можно назвать... интимными отношениями.	у быть то назвать интимный отношение
- А я должна поверить вам, потому что...? - Он в последнее время спит в футболке?	а должный поверить вы что он последний время спать футболка
Значит вы не видели на его спине следы от ногтей.	значит видеть спина след ноготь
Спорю, что вы не знаете - вашего парня возбуждает немного боли.	спорить знаете ваш парень возбуждать немного боль
